PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,AFG%
Fab Melo,C,6,0,6.0,1.2,0.0,0.5,0.5,0.0,0.33,0.33,0.20000000000000004,1.2,0.5,1.0,0.5,0.0,0.0,0.0,0.20000000000000004,0.6999999999999998,0.25,0.5,1.0,0.5,0.5
Terrence Williams,SG,24,0,13.300000000000002,4.6,0.20000000000000004,1.7,1.8,1.6000000000000003,0.46,0.08,0.9,0.5,2.0,4.0,0.49499999999999994,0.20000000000000004,0.6,0.33299999999999996,0.4000000000000001,0.9,0.43,1.8,3.4,0.524,0.52
Leandro Barbosa,SG,41,2,12.5,5.2,0.20000000000000004,0.8999999999999999,1.1,1.4,0.41,0.15,0.5,1.2,2.0,4.7,0.43,0.4000000000000001,1.1,0.38299999999999995,0.8000000000000002,1.0,0.76,1.6000000000000003,3.5999999999999996,0.445,0.48
Jared Sullinger,PF,45,5,19.8,6.0,2.0,3.8,5.9,0.8,0.49,0.49,0.6,3.4,2.5,5.0,0.493,0.0,0.1,0.2,1.0,1.4,0.75,2.5,4.9,0.5,0.5
Jeff Green,SF,81,17,27.8,12.799999999999999,0.7,3.1999999999999997,3.9,1.5999999999999999,0.69,0.8399999999999999,1.5999999999999999,2.2,4.6,10.0,0.466,0.9,2.2,0.385,2.6,3.3000000000000003,0.8099999999999999,3.6999999999999997,7.8,0.49,0.51
Darko Milicic,C,1,0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kris Joseph,SF,10,0,5.4,0.9199999999999999,0.12000000000000002,0.6199999999999999,0.68,0.12000000000000002,0.3,0.0,0.18,0.3,0.18,1.4,0.1092,0.0,0.3,0.0,0.5,0.82,0.65,0.18,1.1,0.1332,0.10800000000000001
Jason Collins,C,38,9,10.094736842105263,1.1210526315789473,0.6210526315789473,1.0315789473684212,1.5526315789473684,0.2157894736842105,0.31315789473684214,0.2657894736842106,0.46842105263157896,2.221052631578947,0.28421052631578947,0.7473684210526316,0.3194210526315789,0.0,0.0,0.0,0.6368421052631579,0.8052631578947369,0.7473684210526316,0.28421052631578947,0.7473684210526316,0.3194210526315789,0.321578947368421
Rajon Rondo,PG,38,38,37.4,13.700000000000001,1.1,4.4,5.6,11.1,1.84,0.24,3.9,2.5,5.9,12.2,0.484,0.3,1.3,0.24,1.6,2.4,0.65,5.6,10.9,0.513,0.5
Paul Pierce,SF,77,77,33.4,18.6,0.6,5.7,6.3,4.8,1.09,0.39,2.8,2.7,6.2,14.199999999999998,0.43600000000000005,1.8999999999999997,5.0,0.38,4.3,5.5,0.79,4.3,9.2,0.4660000000000001,0.5
Kevin Garnett,PF,68,68,29.7,14.8,1.1,6.7,7.8,2.3,1.15,0.91,1.6,2.3,6.2,12.5,0.496,0.0,0.2,0.125,2.3,3.0,0.79,6.2,12.3,0.504,0.5
Jordan Crawford,SG,70,14,24.425714285714285,11.618571428571428,0.6228571428571428,2.3614285714285717,2.945714285714286,3.237142857142857,0.5567142857142857,0.10071428571428573,2.03,1.5157142857142856,4.282857142857143,10.334285714285716,0.415,1.207142857142857,3.537142857142857,0.33535714285714285,1.8457142857142856,2.307142857142857,0.8084285714285715,3.075714285714286,6.797142857142856,0.45640000000000003,0.47
D.J. White,PF,12,0,7.2,2.4,0.3,0.8000000000000002,1.1,0.3,0.08,0.5,0.20000000000000004,0.4000000000000001,1.0,1.8999999999999997,0.522,0.0,0.0,0.0,0.4000000000000001,0.8000000000000002,0.56,1.0,1.8999999999999997,0.522,0.52
Jason Terry,SG,79,24,26.9,10.1,0.2,1.8000000000000003,2.0,2.5,0.84,0.14,1.3,1.4,3.6000000000000005,8.2,0.434,1.6,4.2,0.37200000000000005,1.4,1.6999999999999997,0.87,2.0,4.0,0.498,0.53
Courtney Lee,SG,78,39,24.9,7.8,0.4,2.0,2.4,1.8,1.14,0.27,1.1,1.8,3.2,6.8,0.464,0.7,2.0,0.37200000000000005,0.8,0.9,0.86,2.5,4.8,0.503,0.52
Shavlik Randolph,PF,16,0,12.4,4.2,1.8,2.6,4.4,0.3,0.5,0.44,0.6,2.4,1.8,3.0,0.583,0.0,0.0,0.0,0.7,1.7,0.41,1.8,3.0,0.583,0.58
Chris Wilcox,PF,61,7,13.6,4.2,0.9,2.0,3.0,0.4,0.52,0.46,0.6,2.0,1.8,2.5,0.7190000000000001,0.0,0.0,0.0,0.6,1.0,0.67,1.8,2.5,0.7240000000000001,0.72
Avery Bradley,PG,50,50,28.7,9.2,0.6,1.6,2.2,2.1,1.28,0.38,1.4,2.6,3.8,9.6,0.402,0.8,2.5,0.317,0.7,1.0,0.76,3.0,7.1,0.43200000000000005,0.44
Brandon Bass,PF,81,69,27.599999999999998,8.7,1.5999999999999999,3.6999999999999997,5.2,1.0,0.54,0.79,1.0,2.3,3.5,7.3,0.486,0.0,0.0,0.0,1.5999999999999999,1.9000000000000001,0.86,3.5,7.3,0.48700000000000004,0.49
Jarvis Varnado,PF,13,0,4.461538461538462,0.6461538461538462,0.13846153846153847,0.5230769230769231,0.7230769230769231,0.26153846153846155,0.07692307692307693,0.15384615384615385,0.4461538461538461,0.7538461538461539,0.21538461538461537,0.5538461538461539,0.3972307692307692,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.19230769230769232,0.21538461538461537,0.5538461538461539,0.3972307692307692,0.39538461538461545
Kris Humphries,PF,65,21,18.3,5.8,1.9,3.7,5.6,0.5,0.25,0.51,0.9,2.0,2.1,4.8,0.44799999999999995,0.0,0.0,0.0,1.5,1.9,0.79,2.1,4.8,0.451,0.45
Deron Williams,PG,78,78,36.4,18.9,0.4,2.6,3.0,7.7,0.96,0.38,2.8,2.5,6.3,14.4,0.44,2.2,5.7,0.37799999999999995,4.1,4.7,0.86,4.1,8.7,0.48200000000000004,0.52
Tyshawn Taylor,PG,38,0,5.8,2.2,0.1,0.4,0.5,0.6,0.34,0.0,0.7,0.7,0.8,2.3,0.368,0.2,0.3,0.462,0.4,0.7,0.56,0.6,2.0,0.35100000000000003,0.4
Joe Johnson,SF,72,72,36.7,16.3,0.7,2.3,3.0,3.5,0.68,0.19,1.7,1.4,6.2,14.600000000000001,0.423,2.1,5.5,0.375,1.7999999999999998,2.2,0.82,4.1,9.1,0.45200000000000007,0.49
Tornike Shengelia,SF,19,0,4.9,1.6,0.5,0.7,1.2,0.2,0.16,0.05,0.6,0.6,0.5,1.2,0.43500000000000005,0.1,0.1,0.5,0.5,0.8,0.56,0.4,1.1,0.429,0.46
C.J. Watson,PG,80,8,19.0,6.8,0.5,1.3,1.8,2.0,0.8299999999999998,0.15,0.9,1.5,2.4,5.7,0.418,1.1,2.7,0.41100000000000003,0.9,1.1,0.78,1.3,3.0,0.42400000000000004,0.51
Andray Blatche,C,82,8,19.0,10.3,2.0,3.1,5.1,1.0,1.05,0.66,1.5,2.0,4.2,8.2,0.512,0.0,0.3,0.136,1.7999999999999998,2.6,0.69,4.2,7.900000000000001,0.524,0.51
Josh Childress,SF,14,0,7.1,1.0,0.4,0.6,1.1,0.4,0.14,0.14,0.0,0.2,0.4,1.5,0.28600000000000003,0.1,0.2,0.3329999999999999,0.1,0.1,0.5,0.3,1.3,0.278,0.31
Damion James,SF,2,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Stackhouse,SF,37,0,14.7,4.9,0.1,0.8,0.9000000000000001,0.9000000000000001,0.19,0.11000000000000001,0.6,0.8,1.8000000000000003,4.6,0.384,0.8,2.4,0.337,0.5,0.6,0.8699999999999999,1.0,2.2,0.434,0.47000000000000003
Mirza Teletovic,PF,53,0,9.4,3.5,0.6,1.2,1.8,0.4000000000000001,0.25,0.15,0.4000000000000001,1.0,1.3,3.5,0.384,0.6999999999999998,2.0,0.34299999999999997,0.20000000000000004,0.20000000000000004,0.8200000000000001,0.6,1.5,0.44200000000000006,0.48
Reggie Evans,PF,80,56,24.6,4.5,3.3,7.9,11.1,0.5,0.93,0.16,1.4,2.5,1.6,3.3,0.479,0.0,0.0,0.0,1.4,2.8,0.51,1.6,3.3,0.479,0.48
Gerald Wallace,SF,69,68,30.1,7.700000000000001,1.0,3.6,4.6,2.6,1.41,0.67,1.6,1.7,2.6,6.6,0.397,0.7,2.4,0.282,1.8,2.8,0.64,1.9,4.2,0.461,0.45
Keith Bogans,SG,74,23,19.0,4.2,0.2,1.4,1.6,1.0,0.38,0.05,0.7,1.5,1.5,3.8,0.38,1.1,3.3,0.34299999999999997,0.1,0.2,0.65,0.4,0.5,0.615,0.53
MarShon Brooks,SG,73,2,12.5,5.4,0.4,1.0,1.4,1.0,0.4699999999999999,0.21999999999999997,0.9,1.3,2.1,4.6,0.46299999999999997,0.2,0.8,0.273,0.9,1.3,0.73,1.9,3.8,0.5,0.48999999999999994
Brook Lopez,C,74,74,30.4,19.4,2.8,4.1,6.9,0.9000000000000001,0.45000000000000007,2.08,1.8000000000000003,2.1,7.700000000000001,14.8,0.521,0.0,0.0,0.0,4.0,5.3,0.76,7.700000000000001,14.8,0.522,0.52
James White,SG,57,16,7.6,2.2,0.1,0.8,0.8,0.5,0.23,0.07,0.3,0.8,0.9,2.0,0.431,0.2,0.7,0.341,0.2,0.3,0.58,0.7,1.3,0.48,0.49
Raymond Felton,PG,68,68,34.0,13.9,0.8,2.1,2.9,5.5,1.38,0.21,2.3,1.9,5.5,13.0,0.42700000000000005,1.4,3.8,0.36,1.5,1.9,0.79,4.1,9.2,0.455,0.48
Kurt Thomas,PF,39,17,10.1,2.5,0.6,1.7,2.3,0.5,0.26,0.41,0.2,1.3,1.2,2.1,0.542,0.0,0.0,1.0,0.2,0.3,0.46,1.2,2.1,0.537,0.55
Pablo Prigioni,PG,78,18,16.2,3.5,0.5,1.3,1.8,3.0,0.88,0.03,1.1,1.6,1.3,2.8,0.455,0.7,1.7,0.396,0.3,0.3,0.88,0.6,1.1,0.547,0.58
Carmelo Anthony,SF,67,67,37.0,28.7,2.0,4.9,6.9,2.6,0.78,0.4799999999999999,2.6,3.1,10.0,22.2,0.449,2.3,6.2,0.379,6.3,7.6,0.83,7.699999999999999,16.0,0.47600000000000003,0.5
Kenyon Martin,PF,18,11,23.9,7.199999999999999,1.8999999999999997,3.4,5.3,0.4,0.89,0.94,0.8999999999999999,3.5999999999999996,3.1,5.2,0.602,0.0,0.0,0.0,0.8999999999999999,2.2,0.43,3.1,5.2,0.602,0.6
Amar'e Stoudemire,PF,29,0,23.5,14.2,2.1,2.9,5.0,0.4,0.34,0.72,1.7,3.1,5.3,9.2,0.5770000000000001,0.0,0.0,0.0,3.6,4.5,0.81,5.3,9.2,0.5770000000000001,0.58
Jason Kidd,PG,76,48,26.9,6.0,0.7,3.6,4.3,3.3,1.64,0.33,1.0,1.6,2.0,5.4,0.37200000000000005,1.5,4.3,0.35100000000000003,0.5,0.6,0.83,0.5,1.1,0.45200000000000007,0.51
Quentin Richardson,SF,1,0,29.0,5.0,5.0,5.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,11.0,0.091,1.0,4.0,0.25,2.0,2.0,1.0,0.0,7.0,0.0,0.14
Steve Novak,SF,81,1,20.3,6.6000000000000005,0.19999999999999998,1.7,1.9000000000000001,0.39999999999999997,0.35,0.09999999999999999,0.09999999999999999,1.2,2.2,5.3,0.414,1.8,4.3,0.425,0.39999999999999997,0.39999999999999997,0.9100000000000001,0.39999999999999997,1.0,0.36700000000000005,0.59
Chris Copeland,SF,56,13,15.4,8.7,0.6,1.5,2.1,0.5,0.29,0.21,0.9,1.9,3.3,6.8,0.479,1.1,2.5,0.421,1.1,1.5,0.76,2.2,4.3,0.513,0.56
J.R. Smith,SG,80,0,33.5,18.1,0.8,4.5,5.3,2.7,1.25,0.3,1.7,2.8,6.6,15.6,0.42200000000000004,1.9,5.5,0.35600000000000004,3.0,3.9,0.76,4.7,10.1,0.458,0.48
Iman Shumpert,SG,45,45,22.1,6.8,0.7,2.3,3.0,1.7,0.9599999999999999,0.16,0.8,2.2,2.4,6.1,0.396,1.1,2.8,0.402,0.8,1.0,0.77,1.3,3.3,0.392,0.49
Ronnie Brewer,SF,60,34,14.24,2.9699999999999998,0.6699999999999999,1.5933333333333333,2.3633333333333337,0.8533333333333333,0.7166666666666667,0.09966666666666667,0.3,0.5533333333333332,1.1666666666666665,3.2866666666666666,0.34149999999999997,0.4066666666666666,1.2433333333333332,0.2843333333333333,0.22999999999999998,0.6133333333333334,0.3143333333333333,0.76,2.0433333333333334,0.3746,0.3950000000000001
Rasheed Wallace,PF,21,0,14.099999999999998,7.0,0.5,3.3999999999999995,4.0,0.3,0.62,0.71,0.5,1.9,2.6,6.799999999999999,0.387,1.0,3.3,0.319,0.7,1.0,0.7,1.6,3.5,0.45200000000000007,0.46
Marcus Camby,C,24,4,10.4,1.8,1.0,2.3,3.2999999999999994,0.6,0.29,0.58,0.6,1.2,0.6999999999999998,2.2,0.321,0.0,0.0,0.0,0.3,0.8000000000000002,0.42,0.6999999999999998,2.2,0.321,0.32
Earl Barron,PF,12,2,13.258333333333333,3.2083333333333335,1.875,3.2916666666666665,5.075,0.44166666666666665,0.41250000000000003,0.49583333333333335,0.9083333333333333,2.0083333333333333,1.5166666666666666,4.283333333333333,0.3515,0.0,0.0,0.0,0.26666666666666666,0.625,0.4083333333333334,1.5166666666666666,4.283333333333333,0.3515,0.35083333333333333
Tyson Chandler,C,66,66,32.8,10.4,4.1,6.6,10.7,0.9,0.64,1.14,1.3,2.8,3.8999999999999995,6.1,0.638,0.0,0.0,0.0,2.7,3.8999999999999995,0.69,3.8999999999999995,6.1,0.638,0.64
Solomon Jones,PF,2,1,13.0,0.0,0.5,1.0,1.5,0.0,0.0,0.5,1.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Thaddeus Young,SF,76,76,34.6,14.799999999999999,2.4,5.1,7.5,1.6,1.75,0.72,1.2,2.5,6.7,12.6,0.531,0.0,0.1,0.125,1.4,2.5,0.57,6.7,12.5,0.535,0.53
Arnett Moultrie,PF,47,0,11.5,3.7,1.6,1.5,3.1000000000000005,0.2,0.36,0.21,0.4,0.9000000000000001,1.6999999999999997,2.8999999999999995,0.5820000000000001,0.0,0.0,0.0,0.4,0.6,0.64,1.6999999999999997,2.8999999999999995,0.5820000000000001,0.58
Justin Holiday,SG,9,0,15.800000000000002,4.7,0.0,1.6,1.6,1.7,0.33,0.67,1.0,0.8,1.7999999999999998,5.3,0.33299999999999996,0.4,1.7999999999999998,0.25,0.7,0.8999999999999999,0.75,1.4,3.5,0.375,0.38
Charles Jenkins,PG,59,1,7.481355932203391,1.8627118644067795,0.14067796610169492,0.3813559322033898,0.5016949152542373,0.7423728813559322,0.2530508474576271,0.03220338983050847,0.35932203389830514,0.3796610169491525,0.8016949152542372,2.0847457627118646,0.41101694915254244,0.0,0.0,0.3983050847457627,0.2,0.3796610169491525,0.5477966101694917,0.8016949152542372,2.0847457627118646,0.4094237288135593,0.4177966101694915
Kwame Brown,C,22,11,12.2,1.9,1.0,2.3,3.4,0.4,0.27,0.45,0.4,1.7,0.8,1.7,0.45899999999999996,0.0,0.0,0.0,0.3,0.9,0.37000000000000005,0.8,1.7,0.45899999999999996,0.46
Jeremy Pargo,PG,39,11,16.823076923076922,6.75897435897436,0.22820512820512823,1.035897435897436,1.264102564102564,2.3846153846153846,0.33282051282051284,0.05128205128205128,1.2846153846153847,1.1923076923076923,2.533333333333333,6.423076923076923,0.39382051282051284,0.6282051282051282,1.905128205128205,0.3504615384615385,1.064102564102564,1.564102564102564,0.6764102564102564,1.905128205128205,4.517948717948718,0.41358974358974354,0.4464102564102564
Spencer Hawes,PF,82,40,27.200000000000003,11.0,2.1,5.1,7.199999999999999,2.2,0.29,1.38,1.6000000000000003,2.8,4.6,9.9,0.4639999999999999,0.4000000000000001,1.1,0.35600000000000004,1.5,1.8999999999999997,0.78,4.2,8.8,0.47700000000000004,0.48
Jason Richardson,SG,33,33,28.4,10.5,0.6,3.3,3.8,1.5,1.21,0.45,0.8,1.7,4.1,10.2,0.402,1.7,5.1,0.341,0.6,1.0,0.61,2.4,5.1,0.462,0.48999999999999994
Damien Wilkins,SG,61,21,18.0,6.4,0.5,1.2,1.7,1.5,0.61,0.3,0.8,1.6,2.4,5.2,0.45899999999999996,0.3,0.8,0.33299999999999996,1.3,1.8,0.74,2.1,4.4,0.483,0.49
