TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
bos,Dana Barros, PG,80,15,21.1,9.8,0.4,1.6,1.9,3.6,1.04,0.08,1.3,1.6,2.7,3.5,7.6,.461,1.3,3.1,.407,1.5,1.8,0.85,2.2,4.5,.499,1.287,0.54
bos,Antoine Walker, PF,82,82,39.9,22.4,3.3,6.9,10.2,3.3,1.73,0.73,3.6,3.2,0.9,8.8,20.8,.423,1.1,3.6,.312,3.7,5.8,0.64,7.7,17.2,.447,1.079,0.45
bos,Tyus Edney, G,52,7,12.0,5.3,0.4,0.7,1.1,2.7,0.98,0.02,1.3,1.3,2.1,1.8,4.2,.431,0.1,0.2,.300,1.7,2.1,0.79,1.7,4.0,.437,1.282,0.44
bos,Reggie Hanson, F,8,0,3.3,0.8,0.4,0.4,0.8,0.1,0.25,0.13,0.4,1.0,0.3,0.4,0.8,.500,0.0,0.0,.000,0.0,0.0,0.00,0.4,0.8,.500,1.000,0.50
bos,Pervis Ellison, F,33,8,13.5,3.0,1.6,1.7,3.3,0.9,0.61,0.94,0.8,2.7,1.1,1.2,2.1,.571,0.0,0.0,.000,0.6,1.0,0.59,1.2,2.1,.571,1.429,0.57
bos,Kenny Anderson, PG†,16,16,24.1,11.2,0.2,2.3,2.4,6.3,1.63,0.00,1.8,2.3,3.4,4.0,9.2,.435,0.6,1.7,.370,2.6,3.1,0.84,3.4,7.5,.450,1.218,0.47
bos,Walter McCarty, PF,82,64,28.5,9.6,1.7,2.7,4.4,2.2,1.34,0.54,1.7,3.3,1.3,3.6,8.9,.404,0.7,2.1,.309,1.8,2.4,0.74,2.9,6.8,.434,1.079,0.44
bos,John Thomas, C†,33,2,11.2,3.3,1.0,1.2,2.1,0.4,0.58,0.27,1.0,2.0,0.4,1.2,2.4,.513,0.0,0.0,.000,0.8,1.0,0.79,1.2,2.4,.513,1.350,0.51
bkn,Michael Cage, C,79,17,15.2,1.3,1.5,2.4,3.9,0.4,0.57,0.56,0.3,1.3,1.4,0.5,1.1,.512,0.0,0.0,.000,0.3,0.5,0.56,0.5,1.1,.518,1.262,0.51
bkn,Sherman Douglas, G,80,11,21.2,8.0,0.7,1.0,1.7,4.0,0.69,0.09,1.4,2.0,2.9,3.2,6.4,.495,0.2,0.6,.304,1.4,2.2,0.67,3.0,5.8,.514,1.241,0.51
bkn,Jayson Williams, C,65,65,36.0,12.9,6.8,6.8,13.6,1.0,0.69,0.75,1.5,3.6,0.7,4.9,9.9,.498,0.0,0.1,.000,3.0,4.5,0.67,4.9,9.8,.501,1.298,0.50
bkn,David Benoit, F†,53,0,15.1,5.3,0.8,1.9,2.7,0.3,0.49,0.30,0.7,2.3,0.4,1.9,5.1,.379,0.8,2.2,.345,0.7,0.8,0.84,1.1,2.9,.407,1.048,0.46
bkn,Kendall Gill, SF,81,81,33.7,13.4,1.4,3.4,4.8,2.5,1.93,0.79,1.5,3.3,1.6,5.2,12.0,.429,0.3,1.2,.257,2.8,4.0,0.69,4.9,10.8,.449,1.116,0.44
bkn,Sam Cassell, PG,75,72,34.7,19.6,1.0,2.1,3.0,8.0,1.61,0.27,3.6,3.5,2.2,6.8,15.4,.441,0.2,1.1,.188,5.8,6.8,0.86,6.6,14.3,.460,1.272,0.45
bkn,Rony Seikaly, C†,9,2,16.9,4.7,1.8,2.2,4.0,0.9,0.33,0.44,1.3,3.0,0.7,1.4,4.6,.317,0.0,0.0,.000,1.8,3.0,0.59,1.4,4.6,.317,1.024,0.32
bkn,Jack Haley, C,16,0,3.2,1.4,0.3,0.6,0.9,0.0,0.00,0.06,0.3,0.6,0.0,0.3,1.1,.278,0.0,0.1,.000,0.8,1.3,0.57,0.3,1.0,.294,1.222,0.28
bkn,Brian Evans, F†,28,1,11.9,4.1,0.6,1.2,1.9,0.9,0.25,0.18,0.5,1.6,1.7,1.6,3.8,.434,0.6,1.5,.405,0.2,0.3,0.67,1.0,2.3,.453,1.085,0.51
bkn,Kevin Edwards, G†,27,5,13.0,3.4,0.4,0.9,1.3,1.0,0.78,0.00,0.7,0.7,1.3,1.4,3.9,.349,0.1,0.4,.364,0.5,0.6,0.87,1.3,3.5,.347,.858,0.37
bkn,Chris Gatling, C,57,16,23.8,11.5,2.1,3.8,5.9,0.9,0.91,0.51,1.7,2.7,0.5,4.4,9.6,.455,0.0,0.1,.250,2.8,4.6,0.60,4.4,9.5,.457,1.204,0.46
bkn,Lucious Harris, SG,50,0,13.4,3.8,0.4,0.6,1.0,0.8,0.84,0.10,0.4,1.5,2.0,1.4,3.5,.390,0.2,0.8,.308,0.8,1.1,0.75,1.2,2.7,.413,1.079,0.42
bkn,Don MacLean, F,9,0,4.7,0.3,0.3,0.2,0.6,0.0,0.00,0.00,0.2,0.8,0.0,0.1,1.1,.100,0.1,0.2,.500,0.0,0.0,0.00,0.0,0.9,.000,.300,0.15
bkn,Xavier Mcdaniel, F,20,0,9.0,1.3,0.6,1.0,1.6,0.5,0.15,0.10,0.4,1.2,1.1,0.5,1.5,.333,0.0,0.0,.000,0.3,0.4,0.63,0.5,1.5,.333,.833,0.33
bkn,Yinka Dare, C,10,0,6.0,1.2,1.0,0.7,1.7,0.1,0.00,0.20,0.2,0.9,0.5,0.4,1.8,.222,0.0,0.0,.000,0.4,0.8,0.50,0.4,1.8,.222,.667,0.22
bkn,Kerry Kittles, SG,77,76,36.5,17.2,1.7,3.0,4.7,2.3,1.71,0.48,1.4,2.0,1.7,6.6,15.0,.440,1.4,3.4,.418,2.6,3.2,0.81,5.2,11.6,.447,1.151,0.49
bkn,Keith Van Horn, PF,62,62,37.5,19.7,2.3,4.3,6.6,1.7,1.03,0.40,2.6,3.5,0.6,7.2,16.9,.426,1.1,3.6,.308,4.2,4.9,0.85,6.1,13.3,.458,1.164,0.46
bkn,David Vaughn, F†,15,2,10.7,2.9,1.3,2.0,3.3,0.1,0.33,0.27,0.6,2.3,0.2,1.3,2.2,.576,0.0,0.0,.000,0.4,0.6,0.67,1.3,2.2,.576,1.333,0.58
ny,Patrick Ewing, C,26,26,32.6,20.8,2.3,7.9,10.2,1.1,0.62,2.23,3.0,2.8,0.4,7.8,15.5,.504,0.0,0.1,.000,5.2,7.2,0.72,7.8,15.4,.506,1.340,0.50
ny,John Starks, G,82,10,26.7,12.9,0.6,2.2,2.8,2.7,0.95,0.06,1.7,2.5,1.5,4.5,11.5,.393,1.6,4.9,.327,2.3,2.9,0.79,2.9,6.6,.441,1.118,0.46
ny,Ben Davis, F,7,0,1.9,0.6,0.9,0.0,0.9,0.0,0.14,0.00,0.0,0.4,0.0,0.3,1.4,.200,0.0,0.0,.000,0.0,0.0,0.00,0.3,1.4,.200,.400,0.20
ny,Chris Dudley, C,51,22,16.8,3.1,2.1,3.3,5.4,0.4,0.25,1.00,0.9,2.7,0.5,1.1,2.8,.406,0.0,0.0,.000,0.8,1.8,0.45,1.1,2.8,.406,1.098,0.41
ny,Buck Williams, F,41,6,18.0,4.9,1.9,2.6,4.5,0.5,0.41,0.37,0.9,2.3,0.6,1.8,3.6,.503,0.0,0.0,.000,1.3,1.7,0.73,1.8,3.6,.503,1.356,0.50
ny,Chris Childs, G,68,0,23.5,6.3,0.4,2.0,2.4,3.9,0.82,0.09,1.5,2.6,2.6,2.2,5.2,.421,0.4,1.3,.310,1.5,1.9,0.83,1.8,3.9,.457,1.212,0.46
ny,Pete Myers, G,9,0,4.4,1.6,0.6,0.6,1.1,0.3,0.44,0.00,0.4,0.8,0.8,0.6,1.1,.500,0.0,0.0,.000,0.4,0.7,0.67,0.6,1.1,.500,1.400,0.50
ny,Charlie Ward, PG,82,82,28.3,7.8,0.4,3.0,3.3,5.7,1.76,0.45,2.1,2.4,2.7,2.9,6.3,.455,1.0,2.6,.377,1.1,1.4,0.81,1.9,3.7,.512,1.244,0.53
ny,Chris Mills, SF,80,29,27.3,9.7,1.5,3.6,5.1,1.7,0.56,0.38,1.3,2.7,1.2,3.7,8.4,.433,0.5,1.7,.292,1.9,2.4,0.80,3.2,6.7,.468,1.150,0.46
ny,Charles Oakley, PF,79,79,34.6,9.0,2.8,6.4,9.2,2.5,1.56,0.28,1.6,3.5,1.6,3.9,8.8,.440,0.0,0.1,.000,1.2,1.4,0.85,3.9,8.7,.444,1.019,0.44
ny,Anthony Bowie, G,27,3,8.3,2.8,0.3,0.6,1.0,0.4,0.22,0.07,0.3,0.9,1.6,1.2,2.2,.542,0.1,0.1,.750,0.3,0.3,0.89,1.1,2.1,.527,1.271,0.57
ny,Allan Houston, SG,82,82,34.7,18.4,0.5,2.8,3.3,2.6,0.77,0.29,2.4,2.5,1.1,7.0,15.6,.447,1.0,2.6,.385,3.5,4.1,0.85,6.0,13.0,.460,1.182,0.48
ny,Brooks Thompson, G†,17,0,7.1,1.9,0.0,0.6,0.6,1.4,0.35,0.06,0.6,0.9,2.2,0.8,1.7,.448,0.2,0.8,.286,0.2,0.3,0.60,0.6,0.9,.600,1.138,0.52
ny,Terry Cummings, F†,30,1,17.6,7.8,1.4,3.1,4.5,0.9,0.53,0.17,1.1,2.6,0.8,3.4,7.2,.477,0.0,0.0,.000,0.9,1.3,0.70,3.4,7.2,.477,1.083,0.48
ny,Herb Williams, C,27,0,6.6,1.4,0.2,0.9,1.1,0.1,0.22,0.33,0.2,1.3,0.8,0.7,1.6,.419,0.0,0.0,.000,0.0,0.3,0.13,0.7,1.6,.419,.860,0.42
ny,Larry Johnson, F,70,70,34.5,15.5,2.5,3.2,5.7,2.1,0.57,0.19,1.8,2.8,1.2,6.1,12.6,.485,0.2,0.9,.238,3.1,4.0,0.76,5.9,11.7,.504,1.230,0.49
phi,Aaron McKie, SG†,57,31,23.5,3.9,0.6,2.3,2.9,2.4,1.37,0.21,0.9,2.1,2.6,1.7,4.9,.347,0.2,0.8,.196,0.4,0.6,0.69,1.5,4.1,.377,.805,0.36
phi,Mark Davis, G,71,12,12.8,4.0,0.9,1.3,2.2,1.0,0.69,0.25,1.3,1.3,0.8,1.5,3.4,.447,0.0,0.1,.000,0.9,1.4,0.63,1.5,3.3,.458,1.156,0.45
phi,Tim Thomas, PF,77,48,23.1,11.0,1.4,2.4,3.7,1.2,0.70,0.22,1.5,2.4,0.8,4.0,8.9,.447,0.8,2.2,.363,2.2,3.0,0.74,3.2,6.7,.476,1.235,0.49
phi,Doug Overton, PG,23,2,12.0,2.7,0.1,0.5,0.6,1.6,0.35,0.04,1.0,1.5,1.6,1.0,2.7,.381,0.0,0.1,.000,0.6,0.7,0.88,1.0,2.6,.400,.984,0.38
phi,Jerry Stackhouse, SF†,22,22,34.0,16.0,1.3,2.2,3.5,3.0,1.41,0.95,3.4,2.5,0.9,5.8,12.9,.452,0.7,2.1,.348,3.7,4.6,0.80,5.1,10.8,.473,1.247,0.48
phi,Brian Shaw, G†,20,2,25.1,6.1,0.9,2.4,3.2,4.4,0.70,0.15,1.2,2.8,3.7,2.6,7.0,.367,0.4,1.4,.250,0.6,1.0,0.63,2.2,5.6,.396,.871,0.39
phi,Jim Jackson, SF†,48,47,37.3,13.7,1.4,3.3,4.7,4.6,0.85,0.13,3.0,2.3,1.5,5.1,11.1,.460,0.8,2.3,.348,2.6,3.2,0.82,4.3,8.8,.489,1.228,0.50
phi,Eric Montross, C†,20,20,16.9,3.4,1.4,3.2,4.6,0.4,0.35,0.60,0.8,3.1,0.5,1.5,3.8,.395,0.0,0.0,.000,0.4,1.0,0.37,1.5,3.8,.395,.882,0.39
phi,Allen Iverson, SG,80,80,39.4,22.0,1.1,2.6,3.7,6.2,2.20,0.31,3.1,2.5,2.0,8.1,17.6,.461,0.9,2.9,.298,4.9,6.7,0.73,7.2,14.7,.494,1.249,0.49
phi,Anthony Parker, SG,37,0,5.3,1.9,0.2,0.5,0.7,0.5,0.30,0.08,0.3,0.5,1.7,0.7,1.7,.397,0.2,0.8,.321,0.4,0.5,0.65,0.5,0.9,.457,1.143,0.47
phi,Theo Ratliff, C†,58,55,32.1,11.2,3.0,4.3,7.3,0.7,0.66,3.50,1.4,3.6,0.5,4.3,8.4,.512,0.0,0.0,.000,2.7,3.8,0.71,4.3,8.4,.512,1.342,0.51
phi,Kebu Stewart, F,15,0,7.3,2.7,0.6,1.5,2.1,0.1,0.33,0.13,0.5,0.9,0.3,0.8,1.7,.462,0.0,0.0,.000,1.1,1.7,0.64,0.8,1.7,.462,1.538,0.46
phi,Tom Chambers, F,1,0,10.0,6.0,0.0,2.0,2.0,0.0,2.00,0.00,1.0,2.0,0.0,2.0,2.0,1.000,0.0,0.0,.000,2.0,2.0,1.00,2.0,2.0,1.000,3.000,1.00
phi,Terry Cummings, F†,44,2,14.9,5.3,1.3,2.1,3.4,0.5,0.50,0.11,0.4,2.3,1.2,2.2,4.8,.458,0.0,0.0,.000,0.9,1.3,0.67,2.2,4.8,.460,1.099,0.46
phi,William Cunningham, C†,1,0,1.0,0.0,0.0,2.0,2.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.00,0.0,0.0,.000,.000,0.00
phi,Eric Snow, PG†,47,0,18.0,3.9,0.4,1.2,1.6,3.5,1.28,0.09,1.1,2.1,3.2,1.5,3.4,.429,0.0,0.3,.125,0.9,1.3,0.72,1.5,3.1,.462,1.143,0.43
phi,Joe Smith, PF†,30,6,23.3,10.3,1.9,2.5,4.4,0.9,0.60,0.43,1.7,3.1,0.5,4.0,9.0,.448,0.0,0.0,.000,2.2,2.8,0.79,4.0,9.0,.450,1.144,0.45
phi,Scott Williams, C,58,7,13.8,4.1,1.5,2.1,3.6,0.5,0.29,0.36,0.5,2.3,1.0,1.6,3.7,.437,0.0,0.1,.000,0.9,1.1,0.81,1.6,3.6,.447,1.113,0.44
phi,Clarence Weatherspoon, PF†,48,18,26.9,8.4,2.3,4.7,7.0,0.8,0.90,1.08,1.4,2.3,0.6,2.9,6.9,.426,0.0,0.0,.000,2.6,3.6,0.71,2.9,6.9,.426,1.224,0.43
phi,Derrick Coleman, PF,59,58,36.2,17.6,2.5,7.4,9.9,2.5,0.78,1.15,2.7,2.4,0.9,6.0,14.7,.411,0.4,1.7,.265,5.1,6.6,0.77,5.6,13.0,.429,1.200,0.43
phi,Benoit Benjamin, C,14,0,14.1,4.5,1.3,2.5,3.8,0.2,0.29,0.29,0.9,1.9,0.3,1.6,2.9,.537,0.0,0.0,.000,1.4,2.1,0.63,1.6,2.9,.537,1.537,0.54
phi,Rex Walters, G†,19,0,6.7,2.2,0.2,0.3,0.5,1.1,0.26,0.00,0.9,0.9,1.2,0.6,1.5,.379,0.2,0.7,.214,0.9,0.9,1.00,0.4,0.8,.533,1.448,0.43
tor,John Wallace, SF,82,36,28.8,14.0,1.4,3.1,4.5,1.3,0.76,1.23,2.1,2.9,0.6,5.7,11.9,.478,0.0,0.0,.500,2.6,3.6,0.72,5.7,11.9,.478,1.172,0.48
tor,Doug Christie, SG,78,78,37.7,16.5,1.2,4.0,5.2,3.6,2.44,0.73,2.9,2.5,1.2,5.9,13.7,.428,1.3,3.9,.326,3.5,4.2,0.83,4.6,9.8,.469,1.202,0.47
tor,Gary Trent, PF†,13,7,27.3,12.2,3.3,4.7,8.0,1.1,0.62,0.62,1.7,3.5,0.6,4.9,11.2,.438,0.0,0.2,.000,2.4,3.8,0.63,4.9,11.0,.448,1.089,0.44
tor,Lloyd Daniels, G†,6,0,13.7,5.7,0.7,0.5,1.2,0.7,0.50,0.33,0.7,0.7,1.0,2.0,4.8,.414,0.3,1.5,.222,1.3,1.7,0.80,1.7,3.3,.500,1.172,0.45
tor,Popeye Jones, PF,14,4,25.1,8.6,3.6,3.7,7.3,1.3,0.71,0.21,1.1,2.8,1.1,3.7,9.1,.409,0.1,0.2,.667,1.0,1.4,0.74,3.6,8.9,.403,.945,0.42
tor,Chauncey Billups, PG†,29,26,31.7,11.3,0.8,1.9,2.7,3.3,1.03,0.07,1.9,1.9,1.7,3.6,10.2,.349,1.5,4.7,.316,2.7,3.0,0.92,2.1,5.5,.377,1.112,0.42
tor,Sharone Wright, C,7,0,6.3,2.3,0.1,1.1,1.3,0.6,0.00,0.00,0.3,1.0,2.0,1.0,2.0,.500,0.0,0.0,.000,0.3,0.6,0.50,1.0,2.0,.500,1.143,0.50
tor,Zan Tabak, C†,39,29,19.3,6.4,1.5,2.4,3.9,0.9,0.38,0.69,1.1,3.0,0.8,3.0,6.4,.466,0.0,0.0,.000,0.4,1.2,0.33,3.0,6.4,.468,.996,0.47
tor,Carlos Rogers, F†,18,0,19.5,6.0,1.9,1.7,3.6,0.9,0.50,0.44,0.7,1.9,1.2,2.5,4.8,.517,0.0,0.1,.000,1.0,1.8,0.56,2.5,4.7,.523,1.241,0.52
tor,Chris Garner, G,38,0,7.7,1.4,0.2,0.4,0.6,1.2,0.55,0.11,0.7,1.3,1.8,0.6,1.8,.329,0.1,0.4,.286,0.1,0.2,0.43,0.5,1.4,.339,.757,0.36
tor,John Thomas, C†,21,0,8.0,2.0,0.8,1.0,1.7,0.2,0.14,0.14,0.6,1.5,0.3,0.7,1.6,.424,0.0,0.0,.000,0.7,1.0,0.71,0.7,1.6,.424,1.303,0.42
tor,Roy Rogers, F†,6,0,11.5,2.2,1.3,0.7,2.0,0.2,0.17,0.67,0.7,2.0,0.3,1.0,2.8,.353,0.0,0.0,.000,0.2,0.7,0.25,1.0,2.8,.353,.765,0.35
tor,Oliver Miller, C,64,53,25.4,6.3,2.3,4.0,6.3,3.1,0.91,1.13,2.0,2.9,1.5,2.7,5.8,.461,0.0,0.1,.000,1.0,1.6,0.60,2.7,5.7,.466,1.087,0.46
tor,Bob McCann, G,1,0,5.0,0.0,0.0,1.0,1.0,0.0,0.00,0.00,0.0,1.0,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.00,0.0,1.0,.000,.000,0.00
tor,Marcus Camby, C,63,58,31.8,12.1,3.2,4.2,7.4,1.8,1.08,3.65,2.1,3.2,0.8,4.9,11.9,.412,0.0,0.0,.000,2.4,3.9,0.61,4.9,11.9,.413,1.024,0.41
tor,Ed Stokes, C,4,0,4.3,0.8,0.3,0.8,1.0,0.3,0.25,0.50,0.5,1.0,0.5,0.3,0.8,.333,0.0,0.0,.000,0.3,0.5,0.50,0.3,0.8,.333,1.000,0.33
tor,Walt Williams, F†,28,16,31.3,12.4,1.0,3.3,4.2,2.5,1.43,0.82,1.9,3.6,1.3,4.5,11.4,.392,1.8,4.6,.380,1.8,2.1,0.82,2.7,6.8,.400,1.091,0.47
tor,Alvin Williams, PG†,13,3,15.9,3.2,0.4,1.2,1.6,1.5,0.62,0.08,0.6,1.5,2.5,1.2,3.4,.364,0.2,0.3,.500,0.5,0.8,0.64,1.0,3.1,.350,.932,0.39
tor,Shawn Respert, G†,47,4,14.8,5.5,0.6,0.9,1.6,0.9,0.62,0.02,0.7,1.2,1.3,2.0,4.4,.450,0.5,1.4,.373,0.9,1.1,0.81,1.5,3.0,.486,1.230,0.51
tor,Tim Kempton, F†,5,0,6.4,0.8,0.8,0.2,1.0,0.4,0.20,0.40,0.8,1.4,0.5,0.4,1.4,.286,0.0,0.0,.000,0.0,0.0,0.00,0.4,1.4,.286,.571,0.29
tor,Damon Stoudamire, PG†,49,49,41.5,19.4,1.3,3.1,4.4,8.1,1.63,0.10,3.2,2.3,2.5,7.2,17.0,.425,1.3,4.2,.317,3.7,4.3,0.84,5.9,12.8,.460,1.143,0.46
tor,Dee Brown, G†,31,2,29.3,12.2,0.5,2.5,2.9,3.3,1.23,0.55,1.3,1.5,2.5,4.4,9.9,.446,2.1,5.1,.411,1.3,1.4,0.91,2.3,4.8,.483,1.231,0.55
tor,Tracy McGrady, SG,64,17,18.4,7.0,1.6,2.6,4.2,1.5,0.77,0.95,1.0,1.3,1.5,2.8,6.2,.450,0.2,0.6,.341,1.2,1.7,0.71,2.6,5.6,.462,1.133,0.47
tor,Reggie Slater, F,78,28,21.3,8.0,1.7,2.2,3.9,0.9,0.58,0.38,1.3,2.6,0.7,2.7,5.9,.460,0.0,0.0,.000,2.6,4.1,0.63,2.7,5.9,.460,1.362,0.46
gs,Todd Fuller, C,57,1,10.8,4.0,1.1,2.4,3.4,0.2,0.11,0.28,0.6,1.6,0.3,1.5,3.6,.420,0.0,0.1,.000,1.0,1.4,0.69,1.5,3.5,.428,1.107,0.42
gs,Muggsy Bogues, G†,59,31,26.3,5.8,0.5,1.7,2.2,5.5,1.10,0.05,1.8,0.9,3.1,2.4,5.4,.437,0.1,0.3,.250,1.0,1.1,0.89,2.3,5.1,.447,1.072,0.44
gs,B.J. Armstrong, G†,4,0,14.8,4.3,1.0,0.8,1.8,1.5,1.00,0.00,1.8,1.5,0.9,1.5,4.8,.316,0.0,0.3,.000,1.3,1.8,0.71,1.5,4.5,.333,.895,0.32
gs,Latrell Sprewell, SG,14,13,39.1,21.4,0.5,3.1,3.6,4.9,1.36,0.36,3.1,1.9,1.5,7.9,19.8,.397,0.6,3.4,.188,5.0,6.7,0.74,7.3,16.4,.441,1.079,0.41
gs,Carl Thomas, G†,10,0,13.9,6.2,0.4,0.6,1.0,0.9,0.50,0.10,0.6,1.2,1.5,2.5,6.5,.385,0.5,2.1,.238,0.7,1.0,0.70,2.0,4.4,.455,.954,0.42
gs,Adonal Foyle, C,55,1,11.9,3.0,1.3,2.0,3.3,0.3,0.24,0.95,0.9,1.7,0.3,1.3,3.1,.406,0.0,0.0,.000,0.5,1.1,0.44,1.3,3.1,.408,.971,0.41
gs,Tony Delk, PG†,74,9,22.3,10.4,0.5,1.8,2.3,2.3,0.99,0.16,1.4,1.2,1.6,4.2,10.7,.392,0.6,2.1,.263,1.5,2.0,0.74,3.6,8.6,.423,.974,0.42
gs,Brandon Williams, F,9,2,15.6,4.1,0.4,1.2,1.7,0.3,0.67,0.33,1.0,2.0,0.3,1.8,5.6,.320,0.3,1.0,.333,0.2,0.4,0.50,1.5,4.6,.317,.740,0.35
gs,Brian Shaw, G†,39,32,26.4,6.4,0.5,3.4,3.9,4.4,0.90,0.36,1.9,2.4,2.3,2.6,7.9,.335,0.5,1.7,.313,0.6,0.8,0.73,2.1,6.2,.342,.818,0.37
gs,Jim Jackson, SF†,31,31,40.6,18.9,2.0,3.6,5.6,5.1,1.23,0.06,3.8,2.4,1.3,7.4,18.5,.402,0.7,2.5,.278,3.3,4.1,0.80,6.7,16.0,.422,1.023,0.42
gs,Erick Dampier, C,82,82,32.4,11.8,3.3,5.4,8.7,1.1,0.48,1.70,2.1,3.4,0.5,4.3,9.6,.445,0.0,0.0,.000,3.3,4.9,0.67,4.3,9.6,.446,1.228,0.45
gs,Jeff Grayer, G†,4,0,5.8,2.5,0.0,1.0,1.0,0.3,0.50,0.00,0.5,1.8,0.5,1.0,1.8,.571,0.5,0.8,.667,0.0,0.0,0.00,0.5,1.0,.500,1.429,0.71
gs,David Vaughn, F†,22,0,14.6,5.2,1.5,3.1,4.6,0.8,0.45,0.27,1.4,2.2,0.6,2.1,5.2,.404,0.0,0.0,.000,1.0,1.5,0.65,2.1,5.2,.407,1.000,0.40
gs,Jason Caffey, F†,29,6,24.6,10.9,2.9,3.0,5.9,1.1,0.41,0.10,2.0,3.1,0.5,4.3,9.2,.472,0.0,0.0,.000,2.2,3.3,0.65,4.3,9.2,.474,1.180,0.47
gs,Gerald Madkins, G†,19,0,12.8,1.9,0.1,0.7,0.8,2.4,0.68,0.05,0.7,0.9,3.5,0.7,1.8,.382,0.3,0.8,.400,0.3,0.4,0.71,0.4,1.0,.368,1.088,0.47
gs,Joe Smith, PF†,49,49,33.6,17.3,2.9,4.0,6.9,1.4,0.90,0.78,2.2,3.4,0.6,7.0,16.3,.429,0.0,0.1,.000,3.3,4.2,0.77,7.0,16.2,.433,1.058,0.43
gs,Clarence Weatherspoon, PF†,31,31,33.4,10.7,2.9,5.5,8.3,1.6,1.35,0.71,1.6,2.8,1.0,4.1,8.9,.458,0.0,0.0,.000,2.5,3.3,0.75,4.1,8.9,.458,1.195,0.46
gs,Dickey Simpkins, F†,19,0,10.3,2.8,1.0,1.4,2.4,0.8,0.26,0.11,1.0,1.0,0.8,1.2,2.5,.458,0.0,0.1,.000,0.5,1.4,0.38,1.2,2.4,.468,1.125,0.46
gs,Donyell Marshall, PF,73,73,35.8,15.4,2.9,5.7,8.6,2.2,1.30,1.00,2.0,3.1,1.1,6.2,14.9,.414,0.9,2.8,.313,2.2,3.0,0.73,5.3,12.1,.436,1.030,0.44
gs,Duane Ferrell, F,50,5,9.2,1.9,0.5,0.4,0.9,0.5,0.42,0.12,0.4,1.0,1.4,0.8,2.2,.369,0.0,0.1,.000,0.2,0.4,0.55,0.8,2.1,.390,.847,0.37
gs,Felton Spencer, C,68,0,12.0,2.4,1.4,2.0,3.3,0.3,0.34,0.54,0.7,2.6,0.3,0.9,1.9,.457,0.0,0.0,.000,0.6,1.2,0.56,0.9,1.9,.457,1.256,0.46
