TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
bos,Rajon Rondo, PG,81,81,36.6,13.7,1.2,3.2,4.4,9.8,2.33,0.14,3.0,2.4,3.2,19.2,5.7,11.2,.508,0.2,1.0,.213,2.2,3.5,0.62,5.5,10.2,.536,1.228,0.52
bos,Oliver Lafayette, G,1,0,22.0,7.0,1.0,3.0,4.0,2.0,0.00,0.00,1.0,0.0,2.0,12.9,3.0,6.0,.500,1.0,2.0,.500,0.0,0.0,0.00,2.0,4.0,.500,1.167,0.58
bos,Nate Robinson, PG†,26,0,14.7,6.5,0.2,1.3,1.5,2.0,0.85,0.00,0.8,1.9,2.6,14.0,2.4,6.0,.401,1.4,3.3,.414,0.3,0.5,0.62,1.0,2.7,.386,1.083,0.52
bos,Lester Hudson, SG†,16,0,4.4,1.4,0.2,0.3,0.5,0.5,0.19,0.13,0.6,0.4,0.9,8.8,0.4,1.1,.389,0.2,0.3,.600,0.3,0.4,0.83,0.2,0.8,.308,1.222,0.47
bos,Rasheed Wallace, PF,79,13,22.5,9.0,0.5,3.6,4.1,1.0,1.01,0.89,0.8,2.8,1.3,13.2,3.4,8.2,.409,1.0,3.7,.283,1.2,1.6,0.77,2.4,4.5,.511,1.092,0.47
bos,Marquis Daniels, SG,51,4,18.4,5.6,0.5,1.3,1.9,1.3,0.53,0.12,0.8,1.8,1.6,9.6,2.4,4.9,.498,0.1,0.5,.214,0.7,1.1,0.61,2.3,4.4,.534,1.157,0.51
bos,Glen Davis, PF,54,1,17.3,6.3,1.9,1.9,3.8,0.6,0.39,0.26,1.0,2.4,0.7,11.6,2.3,5.2,.437,0.0,0.1,.000,1.8,2.6,0.70,2.3,5.1,.444,1.219,0.44
bkn,Keyon Dooling, PG,53,8,18.3,6.9,0.2,0.9,1.0,2.5,0.64,0.00,1.1,1.5,2.3,11.6,2.4,6.1,.398,1.1,3.0,.376,0.9,1.2,0.77,1.3,3.1,.419,1.123,0.49
bkn,Jarvis Hayes, SF,45,19,23.0,7.8,0.2,2.2,2.4,0.9,0.64,0.20,0.6,2.0,1.4,9.8,3.1,7.3,.421,1.3,4.0,.335,0.3,0.4,0.78,1.8,3.3,.523,1.067,0.51
bkn,Kris Humphries, PF†,44,0,20.6,8.1,1.9,4.6,6.4,0.6,0.66,0.84,1.2,2.3,0.5,15.2,2.9,6.7,.433,0.0,0.0,.000,2.3,3.3,0.70,2.9,6.7,.435,1.215,0.43
bkn,Chris Quinn, PG,25,0,8.9,2.2,0.0,0.6,0.6,1.2,0.36,0.04,0.4,0.6,2.9,9.3,0.8,2.2,.357,0.4,1.3,.313,0.2,0.2,1.00,0.4,0.9,.417,1.000,0.45
bkn,Rafer Alston, PG†,27,13,28.4,9.7,0.3,2.4,2.8,3.9,1.00,0.19,2.3,1.9,1.7,8.7,3.5,10.3,.343,1.0,3.2,.322,1.6,2.0,0.81,2.5,7.1,.353,.946,0.39
bkn,Trenton Hassell, SF,52,31,21.3,4.5,1.1,1.8,2.9,1.0,0.33,0.17,0.9,1.8,1.1,6.5,1.7,4.2,.411,0.0,0.1,.000,1.0,1.3,0.75,1.7,4.1,.421,1.059,0.41
bkn,Josh Boone, PF,63,28,16.6,4.0,2.0,3.0,5.0,0.5,0.48,0.76,0.6,1.8,0.8,13.7,1.9,3.5,.525,0.0,0.0,.000,0.3,0.9,0.33,1.9,3.5,.525,1.135,0.52
bkn,Yi Jianlian, PF,52,51,31.8,12.0,2.2,4.9,7.2,0.9,0.71,1.00,1.5,3.3,0.6,12.3,4.4,10.8,.403,0.3,0.8,.366,3.0,3.7,0.80,4.1,10.0,.406,1.107,0.42
bkn,Terrence Williams, SG,78,9,22.6,8.4,0.6,3.9,4.5,2.9,0.55,0.13,1.6,1.6,1.8,11.6,3.3,8.3,.401,0.4,1.3,.310,1.3,1.8,0.72,2.9,7.0,.417,1.008,0.42
bkn,Tony Battie, C,15,0,8.9,2.4,0.3,1.3,1.5,0.2,0.27,0.13,0.2,1.3,1.0,6.2,0.9,2.7,.350,0.1,0.3,.250,0.5,0.7,0.70,0.8,2.4,.361,.900,0.36
bkn,Chris Douglas-Roberts, SG,67,38,25.8,9.8,0.7,2.3,3.0,1.4,0.82,0.28,1.4,1.5,1.0,11.5,3.8,8.6,.445,0.2,0.8,.259,2.0,2.3,0.85,3.6,7.8,.464,1.147,0.46
bkn,Bobby Simmons, SF,23,2,17.2,5.3,0.5,2.3,2.7,0.7,0.65,0.13,0.8,2.3,0.8,8.0,1.8,5.1,.359,0.9,2.7,.317,0.8,0.9,0.90,0.9,2.4,.407,1.043,0.44
bkn,Devin Harris, PG,64,61,34.7,16.9,0.4,2.8,3.2,6.6,1.23,0.28,2.8,2.8,2.3,16.3,5.6,13.8,.403,0.9,3.4,.276,4.8,6.0,0.80,4.7,10.4,.444,1.222,0.44
bkn,Courtney Lee, SG,71,66,33.5,12.5,0.8,2.7,3.5,1.7,1.31,0.28,1.1,1.8,1.6,12.9,4.8,10.9,.436,1.1,3.2,.338,1.9,2.2,0.87,3.7,7.7,.476,1.142,0.49
bkn,Sean Williams, PF,20,0,11.4,2.6,1.1,1.3,2.3,0.1,0.40,0.95,1.0,2.1,0.1,7.1,1.1,2.5,.429,0.0,0.1,.000,0.5,1.0,0.53,1.1,2.4,.438,1.061,0.43
bkn,Eduardo Najera, PF†,13,2,15.7,3.8,0.9,2.0,2.9,1.2,0.69,0.15,0.9,2.5,1.3,7.0,1.5,4.1,.377,0.2,1.3,.176,0.5,0.9,0.50,1.3,2.8,.472,.925,0.41
bkn,Brook Lopez, C,82,82,36.9,18.8,3.3,5.4,8.6,2.3,0.67,1.70,2.5,3.1,0.9,20.1,6.9,13.8,.499,0.0,0.0,.000,5.1,6.2,0.82,6.9,13.8,.500,1.366,0.50
ny,Bill Walker, SF†,27,13,27.4,11.9,0.6,2.5,3.1,1.4,0.85,0.11,1.0,2.9,1.4,14.9,4.3,8.4,.518,1.9,4.3,.431,1.4,1.7,0.79,2.4,4.1,.609,1.420,0.63
ny,Earl Barron, PF,7,6,33.1,11.7,4.4,6.6,11.0,1.1,0.57,0.57,1.6,3.4,0.7,14.7,4.3,9.7,.441,0.0,0.0,.000,3.1,4.1,0.76,4.3,9.7,.441,1.206,0.44
ny,Sergio Rodriguez, PG†,27,8,19.7,7.4,0.3,1.1,1.4,3.4,0.78,0.07,2.0,1.4,1.7,12.8,2.9,6.0,.491,0.6,1.8,.347,0.9,1.1,0.81,2.3,4.2,.554,1.242,0.54
ny,J.R. Giddens, SG†,11,0,12.7,4.1,1.1,1.7,2.8,0.6,0.45,0.09,0.9,1.7,0.7,10.5,1.7,3.5,.487,0.0,0.7,.000,0.6,1.0,0.64,1.7,2.8,.613,1.154,0.49
ny,Marcus Landry, SF†,17,0,6.4,2.6,0.3,0.8,1.1,0.0,0.06,0.12,0.4,0.8,0.0,8.2,0.9,2.4,.390,0.5,1.5,.346,0.2,0.3,0.60,0.4,0.9,.467,1.073,0.50
ny,Chris Duhon, PG,67,59,30.9,7.4,0.4,2.2,2.7,5.6,0.88,0.04,1.6,1.2,3.4,10.7,2.5,6.7,.373,1.3,3.9,.349,1.0,1.4,0.72,1.2,2.8,.404,1.095,0.47
ny,Darko Milicic, C†,8,0,8.9,2.0,0.6,1.6,2.3,0.5,0.50,0.13,0.3,0.9,2.0,12.1,1.0,2.1,.471,0.0,0.0,.000,0.0,0.0,0.00,1.0,2.1,.471,.941,0.47
ny,Eddie House, SG†,18,0,20.6,6.4,0.3,1.9,2.2,2.1,0.67,0.00,1.1,1.1,1.9,7.4,2.4,7.4,.331,0.8,3.3,.250,0.7,0.7,1.00,1.6,4.1,.397,.865,0.39
ny,Jared Jeffries, PF†,52,37,28.1,5.5,1.9,2.4,4.3,1.6,1.02,1.12,1.2,3.0,1.3,9.7,2.0,4.4,.443,0.4,1.2,.323,1.2,1.8,0.65,1.6,3.2,.488,1.235,0.49
ny,David Lee, PF,81,81,37.3,20.2,2.8,8.9,11.7,3.6,1.05,0.49,2.3,3.2,1.6,22.3,8.5,15.5,.545,0.0,0.1,.000,3.3,4.1,0.81,8.5,15.4,.549,1.304,0.55
ny,Larry Hughes, SG†,31,14,26.5,9.6,0.5,3.0,3.5,3.5,1.29,0.35,1.8,1.7,1.9,12.3,3.3,9.0,.366,0.9,3.1,.289,2.1,2.5,0.82,2.4,5.9,.407,1.065,0.42
ny,Nate Robinson, PG†,30,2,24.4,13.2,0.8,1.6,2.4,3.7,0.90,0.17,1.8,2.2,2.1,17.7,5.1,11.2,.452,1.7,4.5,.375,1.4,1.8,0.78,3.4,6.7,.505,1.182,0.53
ny,Toney Douglas, PG,56,12,19.4,8.6,0.7,1.2,1.9,2.0,0.75,0.05,1.0,2.1,2.0,14.9,3.2,7.0,.458,1.2,3.1,.389,1.0,1.2,0.81,2.0,3.9,.514,1.230,0.54
ny,Danilo Gallinari, SF,81,74,33.9,15.1,0.8,4.1,4.9,1.7,0.93,0.72,1.4,2.4,1.2,14.9,4.8,11.4,.423,2.3,6.0,.381,3.1,3.8,0.82,2.5,5.4,.469,1.317,0.52
ny,Jordan Hill, C†,24,0,10.5,4.0,1.3,1.2,2.5,0.3,0.42,0.38,0.5,1.5,0.6,14.0,1.7,3.8,.446,0.0,0.1,.000,0.6,0.9,0.71,1.7,3.7,.456,1.054,0.45
ny,Wilson Chandler, SF,65,64,35.7,15.3,1.4,3.9,5.4,2.1,0.71,0.75,1.7,2.8,1.3,13.8,6.3,13.2,.479,0.6,2.3,.267,2.0,2.5,0.81,5.7,10.9,.524,1.155,0.50
ny,Eddy Curry, C,7,0,8.9,3.7,0.6,1.3,1.9,0.0,0.00,0.14,1.9,1.9,0.0,-1.8,1.1,3.0,.381,0.0,0.0,.000,1.4,2.4,0.59,1.1,3.0,.381,1.238,0.38
ny,Al Harrington, PF,72,15,30.5,17.7,1.2,4.4,5.6,1.5,0.86,0.36,1.8,2.9,0.8,16.8,6.2,14.3,.435,1.9,5.7,.342,3.3,4.4,0.76,4.3,8.6,.496,1.239,0.50
ny,Jonathan Bender, SF,25,1,11.7,4.7,0.6,1.5,2.1,0.6,0.08,0.68,1.1,1.3,0.6,10.8,1.6,4.0,.400,0.6,1.6,.359,1.0,1.0,0.92,1.0,2.4,.426,1.180,0.47
ny,Tracy McGrady, SG†,24,24,26.1,9.4,0.9,2.8,3.7,3.9,0.63,0.50,1.8,1.6,2.2,12.2,3.5,9.0,.389,0.6,2.6,.242,1.8,2.4,0.75,2.9,6.4,.448,1.046,0.42
phi,Royal Ivey, PG†,26,0,9.1,2.7,0.2,0.8,1.0,0.7,0.38,0.08,0.2,1.0,3.4,12.6,1.0,2.1,.473,0.5,0.9,.500,0.2,0.3,0.86,0.5,1.2,.452,1.273,0.58
phi,Thaddeus Young, SF,67,45,32.0,13.8,1.9,3.3,5.2,1.4,1.21,0.22,1.9,2.0,0.8,14.1,5.7,12.1,.470,0.7,2.1,.348,1.7,2.5,0.69,5.0,10.0,.495,1.139,0.50
phi,Samuel Dalembert, C,82,80,25.9,8.1,2.9,6.6,9.6,0.8,0.51,1.84,1.5,3.1,0.5,16.8,3.5,6.4,.545,0.0,0.0,.000,1.2,1.6,0.73,3.5,6.4,.545,1.275,0.54
phi,Andre Iguodala, SG,82,82,38.9,17.1,1.0,5.5,6.5,5.8,1.72,0.67,2.7,1.8,2.2,17.8,6.0,13.7,.443,1.1,3.7,.310,3.8,5.2,0.73,4.9,10.0,.492,1.251,0.48
phi,Rodney Carney, SG,68,0,12.6,4.7,0.4,1.6,2.0,0.5,0.37,0.29,0.3,1.2,1.8,12.7,1.7,4.1,.401,0.6,2.0,.304,0.8,0.9,0.83,1.1,2.1,.490,1.131,0.47
phi,Jason Kapono, SG,57,12,17.1,5.7,0.2,0.9,1.2,0.7,0.37,0.11,0.6,1.4,1.1,8.4,2.2,5.3,.419,1.1,3.0,.368,0.2,0.3,0.60,1.1,2.3,.485,1.076,0.52
phi,Allen Iverson, SG†,25,24,31.9,13.9,0.6,2.4,3.0,4.1,0.72,0.08,2.3,1.7,1.8,13.2,4.8,11.6,.417,0.3,1.0,.333,3.9,4.8,0.82,4.5,10.6,.425,1.200,0.43
phi,Marreese Speights, PF,62,1,16.4,8.6,1.4,2.7,4.1,0.6,0.47,0.55,0.8,2.5,0.7,17.6,3.4,7.2,.477,0.0,0.1,.000,1.7,2.3,0.74,3.4,7.1,.483,1.198,0.48
phi,Elton Brand, PF,76,57,30.2,13.1,2.4,3.7,6.1,1.4,1.08,1.05,1.7,3.1,0.8,15.7,5.4,11.3,.480,0.0,0.0,.000,2.3,3.1,0.74,5.4,11.3,.481,1.161,0.48
phi,Jrue Holiday, PG,73,51,24.2,8.0,0.8,1.8,2.6,3.8,1.08,0.25,2.1,2.1,1.8,12.4,3.2,7.1,.442,0.8,2.2,.390,0.9,1.2,0.76,2.4,4.9,.465,1.129,0.50
phi,Louis Williams, SG,64,38,29.9,14.0,0.4,2.5,2.9,4.2,1.25,0.23,1.7,1.7,2.5,18.2,5.0,10.6,.470,1.1,3.2,.340,3.0,3.6,0.82,3.9,7.4,.527,1.326,0.52
phi,Francisco Elson, C†,1,0,4.0,2.0,1.0,0.0,1.0,0.0,0.00,0.00,0.0,0.0,0.0,6.4,1.0,2.0,.500,0.0,0.0,.000,0.0,3.0,0.00,1.0,2.0,.500,1.000,0.50
phi,Willie Green, SG,73,18,21.3,8.7,0.3,1.5,1.8,2.1,0.44,0.15,0.9,1.8,2.3,12.9,3.4,7.4,.457,0.6,1.9,.346,1.3,1.6,0.83,2.8,5.5,.494,1.175,0.50
phi,Primoz Brezec, C†,7,0,5.1,0.7,0.9,0.9,1.7,0.0,0.14,0.14,0.0,1.3,0.0,0.5,0.3,1.9,.154,0.0,0.0,.000,0.1,0.3,0.50,0.3,1.9,.154,.385,0.15
phi,Jason Smith, C,56,2,11.8,3.4,1.0,1.4,2.4,0.6,0.38,0.50,0.6,2.0,0.9,10.6,1.3,3.1,.431,0.2,0.5,.345,0.5,0.8,0.69,1.1,2.6,.448,1.086,0.46
phi,Jodie Meeks, SG†,19,0,12.3,5.9,0.2,1.2,1.4,0.9,0.26,0.05,0.3,1.0,3.4,15.9,2.1,4.8,.440,1.0,2.6,.380,0.7,0.9,0.72,1.1,2.2,.512,1.231,0.54
tor,Marco Belinelli, SG,66,1,17.0,7.1,0.2,1.2,1.4,1.3,0.64,0.08,0.9,1.2,1.5,12.6,2.3,5.7,.406,0.9,2.4,.380,1.5,1.8,0.83,1.4,3.3,.425,1.237,0.49
tor,Jarrett Jack, PG,82,43,27.4,11.4,0.4,2.3,2.7,5.0,0.73,0.07,2.0,1.8,2.5,16.3,3.9,8.2,.481,1.0,2.4,.412,2.5,2.9,0.84,2.9,5.8,.511,1.387,0.54
tor,Pops Mensah-Bonsu, PF†,16,0,6.7,2.1,0.9,1.0,1.9,0.1,0.19,0.50,0.6,1.1,0.2,11.0,0.8,1.8,.414,0.0,0.0,.000,0.6,1.1,0.56,0.8,1.8,.414,1.172,0.41
tor,Jose Calderon, PG,68,39,26.7,10.3,0.3,1.8,2.1,5.9,0.69,0.10,1.5,2.0,4.1,16.6,4.0,8.4,.482,1.0,2.5,.398,1.2,1.5,0.80,3.0,5.9,.519,1.231,0.54
tor,Sonny Weems, SF,69,19,19.8,7.5,0.6,2.2,2.8,1.5,0.57,0.36,0.9,1.8,1.6,12.9,3.4,6.6,.515,0.0,0.2,.133,0.6,0.9,0.69,3.4,6.4,.528,1.131,0.52
tor,DeMar DeRozan, SG,77,65,21.6,8.6,0.9,2.0,2.9,0.7,0.56,0.23,0.8,2.3,0.9,12.6,3.3,6.6,.498,0.1,0.2,.250,1.9,2.5,0.76,3.2,6.4,.506,1.293,0.50
tor,Amir Johnson, PF,82,5,17.7,6.2,1.9,2.9,4.8,0.6,0.54,0.80,0.8,3.1,0.8,16.7,2.5,4.1,.623,0.0,0.0,.000,1.2,1.8,0.64,2.5,4.1,.630,1.530,0.62
tor,Marcus Banks, PG,22,0,11.1,5.0,0.1,0.9,1.0,1.2,0.55,0.09,0.9,1.4,1.3,15.4,1.8,3.3,.534,0.3,1.1,.292,1.1,1.3,0.83,1.5,2.2,.653,1.493,0.58
tor,Reggie Evans, PF,28,1,11.1,3.4,1.1,2.7,3.8,0.3,0.50,0.14,0.8,1.6,0.4,11.5,1.2,2.5,.493,0.0,0.0,.000,1.0,2.1,0.45,1.2,2.5,.493,1.377,0.49
tor,Chris Bosh, C,70,70,36.1,24.0,2.9,7.9,10.8,2.4,0.61,0.97,2.4,2.4,1.0,25.1,8.6,16.5,.518,0.1,0.3,.364,6.7,8.4,0.80,8.5,16.2,.521,1.449,0.52
tor,Patrick O'Bryant, C,11,0,4.6,1.7,0.2,0.8,1.0,0.1,0.18,0.36,0.5,1.1,0.2,10.0,0.7,1.4,.533,0.0,0.1,.000,0.3,0.5,0.50,0.7,1.3,.571,1.267,0.53
tor,Rasho Nesterovic, C,42,8,9.8,3.9,0.9,1.2,2.1,0.6,0.24,0.40,0.4,1.3,1.6,16.1,1.9,3.5,.544,0.0,0.0,.000,0.0,0.1,0.20,1.9,3.5,.544,1.094,0.54
tor,Antoine Wright, SF,67,10,20.8,6.5,0.6,2.3,2.8,1.1,0.45,0.16,0.9,2.0,1.2,8.6,2.4,6.0,.406,0.9,2.6,.335,0.8,1.1,0.69,1.5,3.4,.460,1.090,0.48
tor,Andrea Bargnani, C,80,80,35.0,17.2,1.3,4.9,6.2,1.2,0.31,1.39,1.5,2.7,0.8,15.6,6.7,14.3,.470,1.5,4.1,.372,2.3,2.9,0.77,5.2,10.2,.509,1.204,0.52
tor,Hedo Turkoglu, SF,74,69,30.7,11.3,0.6,4.1,4.6,4.1,0.74,0.43,1.7,3.0,2.4,13.3,3.7,9.1,.410,1.5,3.9,.374,2.4,3.1,0.77,2.2,5.2,.436,1.239,0.49
gs,Mikki Moore, C,23,20,17.7,5.0,1.1,1.9,3.0,1.6,0.22,0.57,0.9,2.6,1.7,11.2,2.3,3.9,.600,0.0,0.0,.000,0.3,0.5,0.64,2.3,3.9,.600,1.278,0.60
gs,Kelenna Azubuike, SF,9,7,25.7,13.9,1.3,3.2,4.6,1.1,0.56,1.00,0.8,1.8,1.4,19.8,5.3,9.8,.545,1.1,3.0,.370,2.1,3.1,0.68,4.2,6.8,.623,1.420,0.60
gs,Chris Hunter, C,60,9,13.1,4.5,0.9,1.9,2.8,0.6,0.22,0.58,0.5,2.2,1.2,12.2,1.8,3.6,.502,0.0,0.1,.000,0.9,1.2,0.75,1.8,3.5,.512,1.244,0.50
gs,Acie Law, PG†,5,0,13.2,6.2,0.0,0.4,0.4,1.4,1.20,0.00,0.4,1.0,3.5,21.3,1.8,2.8,.643,0.2,0.6,.333,2.4,3.0,0.80,1.6,2.2,.727,2.214,0.68
gs,Reggie Williams, SG,24,10,32.6,15.2,0.8,3.8,4.6,2.8,0.92,0.25,1.2,2.0,2.3,16.0,5.8,11.8,.495,1.4,3.8,.359,2.2,2.6,0.84,4.4,8.0,.560,1.290,0.55
gs,Anthony Morrow, SG,69,37,29.2,13.0,0.9,2.9,3.8,1.5,0.94,0.23,1.2,2.3,1.2,14.1,4.8,10.2,.468,2.0,4.4,.456,1.5,1.7,0.89,2.8,5.8,.477,1.279,0.57
gs,Stephen Curry, PG,80,77,36.2,17.5,0.6,3.9,4.5,5.9,1.90,0.24,3.1,3.2,1.9,16.3,6.6,14.3,.462,2.1,4.8,.437,2.2,2.5,0.89,4.5,9.5,.474,1.224,0.53
gs,Stephen Jackson, SF†,9,9,33.3,16.6,0.7,3.2,3.9,4.7,1.56,0.67,2.9,1.8,1.6,14.5,6.2,14.8,.421,1.2,4.4,.275,2.9,4.1,0.70,5.0,10.4,.484,1.120,0.46
gs,Monta Ellis, SG,64,64,41.4,25.5,0.7,3.3,4.0,5.3,2.23,0.39,3.8,3.0,1.4,16.7,9.9,22.0,.449,1.2,3.6,.338,4.6,6.1,0.75,8.7,18.4,.470,1.160,0.48
gs,Andris Biedrins, C,33,29,23.1,5.0,1.9,5.9,7.8,1.7,0.61,1.33,1.0,3.5,1.8,13.0,2.5,4.2,.591,0.0,0.0,.000,0.1,0.8,0.16,2.5,4.2,.591,1.212,0.59
gs,Vladimir Radmanovic, SF†,33,20,23.0,6.6,1.3,3.2,4.5,1.2,0.79,0.18,1.2,2.4,1.0,7.9,2.7,7.0,.385,0.7,2.6,.267,0.5,0.6,0.76,2.0,4.4,.455,.939,0.44
gs,Cartier Martin, PF†,10,2,27.6,9.0,1.7,3.0,4.7,0.9,0.80,0.00,1.3,3.6,0.7,7.3,3.2,8.8,.364,1.0,3.1,.323,1.6,2.1,0.76,2.2,5.7,.386,1.023,0.42
gs,Corey Maggette, SF,70,49,29.7,19.8,1.3,4.0,5.3,2.5,0.74,0.06,2.4,3.3,1.0,20.4,6.5,12.7,.516,0.2,0.7,.260,6.6,7.9,0.83,6.3,12.0,.531,1.565,0.52
gs,C.J. Watson, PG,65,15,27.5,10.3,0.4,2.2,2.6,2.8,1.58,0.12,1.1,1.9,2.6,13.9,3.8,8.1,.468,0.7,2.2,.310,2.0,2.6,0.77,3.1,5.9,.527,1.263,0.51
gs,Coby Karl, PG†,4,1,27.0,7.0,1.0,3.0,4.0,3.8,0.75,0.25,1.5,3.5,2.5,7.1,2.8,8.0,.344,0.5,2.8,.182,1.0,1.5,0.67,2.3,5.2,.429,.875,0.38
gs,Ronny Turiaf, C,42,20,20.8,4.9,1.3,3.3,4.5,2.1,0.55,1.29,1.2,2.3,1.8,12.7,2.0,3.5,.582,0.0,0.0,.000,0.9,1.9,0.47,2.0,3.5,.586,1.418,0.58
gs,Devean George, SF,45,4,16.9,5.4,0.5,2.1,2.5,0.7,0.91,0.22,0.3,2.0,2.1,11.6,2.0,4.6,.432,1.1,2.7,.390,0.4,0.5,0.70,0.9,1.9,.494,1.175,0.55
gs,Raja Bell, SG†,1,0,23.0,11.0,0.0,2.0,2.0,3.0,0.00,0.00,0.0,2.0,0.0,20.7,4.0,6.0,.667,3.0,3.0,1.000,0.0,0.0,0.00,1.0,3.0,.333,1.833,0.92
gs,Anthony Randolph, SF,33,8,22.7,11.6,2.2,4.3,6.5,1.3,0.85,1.55,1.5,2.8,0.9,18.7,4.2,9.4,.443,0.0,0.2,.200,3.3,4.1,0.80,4.2,9.2,.447,1.243,0.44
gs,Anthony Tolliver, PF†,44,29,32.3,12.3,1.9,5.3,7.3,2.0,0.73,0.75,1.0,2.9,1.9,13.8,4.4,10.2,.431,1.1,3.4,.331,2.3,3.0,0.77,3.3,6.8,.481,1.203,0.49
lac,Baron Davis, PG,75,73,33.6,15.3,0.7,2.9,3.5,8.0,1.68,0.57,2.8,2.8,2.8,17.5,5.5,13.5,.406,1.1,3.9,.277,3.2,3.9,0.82,4.4,9.6,.459,1.128,0.45
lac,Steve Blake, PG†,29,10,26.3,6.8,0.2,2.2,2.4,6.1,0.72,0.14,2.2,1.3,2.8,12.3,2.6,5.8,.443,1.3,3.0,.437,0.4,0.6,0.75,1.3,2.8,.450,1.186,0.56
lac,Al Thornton, SF†,51,30,27.5,10.7,1.7,2.1,3.8,1.2,0.49,0.43,1.3,2.8,0.9,11.7,4.3,9.0,.478,0.1,0.3,.357,2.0,2.7,0.74,4.2,8.7,.482,1.191,0.48
lac,Marcus Camby, C†,51,51,31.3,7.7,3.3,8.8,12.1,3.0,1.35,1.94,1.3,2.1,2.4,18.3,3.3,7.0,.466,0.0,0.1,.333,1.2,1.8,0.66,3.3,6.9,.469,1.107,0.47
lac,Sebastian Telfair, PG†,39,1,14.9,4.3,0.1,0.9,1.1,2.9,0.56,0.13,1.1,1.7,2.6,9.8,1.7,4.3,.404,0.3,1.2,.234,0.6,0.8,0.77,1.4,3.1,.471,1.018,0.44
lac,Rasual Butler, SF,82,64,33.0,11.9,0.5,2.5,2.9,1.4,0.44,0.83,1.0,1.5,1.5,10.7,4.3,10.6,.409,1.8,5.3,.336,1.5,1.8,0.84,2.5,5.3,.482,1.125,0.49
lac,Chris Kaman, C,76,76,34.3,18.5,2.4,6.8,9.3,1.6,0.49,1.24,2.9,2.8,0.5,16.6,7.8,15.8,.490,0.0,0.1,.000,3.0,4.0,0.75,7.8,15.7,.492,1.171,0.49
