PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,AFG%
Stephon Marbury,PG,23,4,18.0,3.8,0.1,1.1,1.2,3.3,0.43000000000000005,0.13,1.6,1.5,1.7,4.8,0.342,0.3,1.1,0.24,0.3,0.6,0.46,1.4,3.7,0.37200000000000005,0.37
Brian Scalabrine,PF,39,8,12.9,3.5,0.2,1.1,1.3,0.5,0.18,0.26,0.3,1.9,1.2,2.9,0.421,0.6,1.6,0.39299999999999996,0.4,0.5,0.89,0.6,1.3,0.45299999999999996,0.53
Gabe Pruitt,PG,47,0,7.799999999999999,2.0,0.2,0.7,0.9000000000000001,0.8,0.32,0.06,0.4,0.7,0.7,2.1,0.307,0.3,1.0,0.292,0.4,0.4,0.81,0.4,1.1,0.321,0.38
Kendrick Perkins,C,76,76,29.599999999999998,8.5,2.7,5.5,8.1,1.3,0.29,1.97,2.2,3.3,3.6,6.3,0.5770000000000001,0.0,0.0,0.0,1.3,2.1,0.6,3.6,6.3,0.58,0.58
Tony Allen,SG,46,2,19.3,7.8,0.5,1.8,2.3,1.4,1.17,0.5,1.7,2.1,3.0,6.2,0.48200000000000004,0.1,0.6,0.222,1.7,2.4,0.72,2.9,5.6,0.51,0.49
Eddie House,SG,81,0,18.3,8.5,0.09999999999999999,1.8,1.9000000000000001,1.1,0.75,0.09,0.7,1.4,3.1,6.8999999999999995,0.445,1.9000000000000001,4.2,0.444,0.5,0.7,0.79,1.2,2.7,0.445,0.58
Paul Pierce,SF,81,81,37.5,20.5,0.7,5.0,5.6,3.6,0.99,0.33,2.8,2.7,6.7,14.6,0.457,1.5,3.8000000000000003,0.391,5.7,6.8,0.8299999999999998,5.2,10.8,0.4799999999999999,0.51
Kevin Garnett,PF,57,57,31.1,15.8,1.4,7.1,8.5,2.5,1.11,1.19,1.6,2.2,6.9,13.0,0.531,0.0,0.1,0.25,1.9,2.3,0.84,6.9,12.9,0.534,0.53
Rajon Rondo,PG,80,80,33.0,11.9,1.3,4.0,5.2,8.2,1.86,0.14,2.6,2.4,4.8,9.5,0.505,0.2,0.6,0.313,2.2,3.4,0.64,4.6,8.9,0.518,0.51
Patrick O'Bryant,C,39,3,6.566666666666667,2.5666666666666664,0.3666666666666667,1.3333333333333333,1.7000000000000004,0.26666666666666666,0.15666666666666668,0.49,0.6,1.5666666666666667,1.1333333333333333,2.1666666666666665,0.5263333333333333,0.0,0.06666666666666667,0.0,0.26666666666666666,0.5333333333333333,0.5733333333333334,1.1333333333333333,2.0999999999999996,0.5336666666666666,0.53
Leon Powe,PF,70,7,17.5,7.7,2.1,2.9,4.9,0.7,0.34,0.54,1.1,2.7,2.5,4.8,0.524,0.0,0.0,0.0,2.6,3.8,0.69,2.5,4.8,0.524,0.52
Mikki Moore,C,70,20,17.159999999999997,3.9457142857142857,1.102857142857143,2.5742857142857143,3.6771428571428566,0.7371428571428571,0.2422857142857143,0.26914285714285713,0.7028571428571428,2.9485714285714284,1.64,2.908571428571429,0.5480857142857143,0.0,0.0,0.0,0.6657142857142856,0.8657142857142858,0.786,1.64,2.908571428571429,0.5480857142857143,0.5474285714285715
J.R. Giddens,SG,6,0,1.3,0.6999999999999998,0.3,0.20000000000000004,0.5,0.0,0.17,0.0,0.20000000000000004,0.20000000000000004,0.3,0.5,0.6670000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.6670000000000001,0.67
Ray Allen,SG,79,79,36.4,18.2,0.8,2.7,3.5,2.8,0.87,0.16,1.6999999999999997,2.0,6.3,13.2,0.48000000000000004,2.5,6.2,0.409,3.0,3.2,0.95,3.8,7.0,0.542,0.58
Glen Davis,PF,76,16,21.5,7.0,1.6,2.4,4.0,0.9,0.7,0.25,0.9,3.0,2.6,5.9,0.442,0.0,0.1,0.4,1.7,2.3,0.73,2.6,5.8,0.443,0.43999999999999995
Bill Walker,SF,29,0,7.4,3.0,0.3,0.7,1.0,0.4,0.21,0.07,0.6,1.8,1.2,2.0,0.621,0.0,0.0,0.0,0.6,0.8,0.7,1.2,2.0,0.632,0.62
Keyon Dooling,PG,77,17,26.899999999999995,9.7,0.3,1.7000000000000002,2.0,3.5,0.92,0.1,1.4,1.7999999999999998,3.4000000000000004,7.800000000000001,0.43600000000000005,1.3,3.1,0.42100000000000004,1.6,2.0,0.82,2.1,4.7,0.446,0.52
Trenton Hassell,SF,53,30,20.600000000000005,3.7000000000000006,0.9,1.8,2.7999999999999994,1.0,0.4000000000000001,0.3,0.6,1.7,1.6000000000000003,3.6,0.45,0.0,0.20000000000000004,0.25,0.4000000000000001,0.5,0.8000000000000002,1.6000000000000003,3.4,0.45899999999999996,0.4600000000000001
Josh Boone,PF,62,7,16.0,4.2,1.7,2.5,4.2,0.5,0.35,0.77,0.5,1.7,1.8,3.5,0.528,0.0,0.0,0.0,0.5,1.4,0.38,1.8,3.5,0.528,0.53
Vince Carter,SG,80,80,36.8,20.8,0.9,4.2,5.1,4.7,1.03,0.48,2.1,2.9,7.4,16.8,0.4370000000000001,1.9,4.9,0.385,4.2,5.1,0.82,5.5,11.9,0.45899999999999996,0.49000000000000005
Yi Jianlian,PF,61,52,23.3,8.6,1.1,4.2,5.3,1.0,0.48,0.59,1.1,2.6,3.1,8.2,0.382,0.8,2.3,0.34299999999999997,1.6,2.0,0.77,2.3,5.9,0.397,0.43
Stromile Swift,PF,19,0,9.742105263157894,3.2526315789473683,0.8,1.5736842105263158,2.405263157894737,0.2,0.21210526315789474,0.4189473684210527,0.8578947368421052,2.0894736842105264,1.2947368421052632,2.9789473684210526,0.4398947368421053,0.06842105263157895,0.06842105263157895,0.6842105263157895,0.6631578947368422,1.3894736842105262,0.5047368421052632,1.2263157894736842,2.910526315789474,0.4289473684210526,0.44947368421052625
Jarvis Hayes,SF,74,1,24.8,8.7,0.4,3.2,3.6000000000000005,0.7,0.7,0.09,0.7,2.2,3.5,7.799999999999999,0.445,1.3,3.3,0.385,0.5,0.7,0.69,2.2,4.5,0.489,0.53
Chris Douglas-Roberts,SG,44,2,13.3,4.9,0.3,0.8,1.1,1.2,0.27,0.16,0.7,0.8,1.8,4.0,0.46,0.1,0.3,0.25,1.2,1.4,0.82,1.7,3.7,0.47600000000000003,0.47
Bobby Simmons,SF,71,44,24.4,7.799999999999999,1.0,2.9,3.8999999999999995,1.3,0.7,0.14,0.9,2.6,2.8,6.2,0.449,1.6,3.6999999999999997,0.447,0.6,0.8,0.74,1.2,2.5,0.45299999999999996,0.58
Devin Harris,PG,69,69,36.1,21.3,0.4,2.9,3.3,6.9,1.65,0.19,3.1,2.4,6.6,15.099999999999998,0.43799999999999994,0.9,3.2,0.29100000000000004,7.2,8.8,0.82,5.7,11.9,0.47700000000000004,0.47
Eduardo Najera,PF,27,0,11.8,2.9,0.6,1.9,2.5,0.7,0.37,0.15,0.7,1.9,1.2,2.7,0.446,0.2,0.9,0.2,0.3,0.8,0.35999999999999993,1.0,1.8,0.5710000000000001,0.48
Maurice Ager,SF,20,0,4.9,1.7,0.2,0.4,0.5,0.2,0.05,0.1,0.2,0.9,0.8,2.2,0.349,0.0,0.3,0.0,0.2,0.4,0.5,0.8,1.9,0.4050000000000001,0.35
Ryan Anderson,PF,66,29,19.9,7.4,1.6,3.1,4.7,0.8,0.67,0.3,1.0,2.4,2.4,6.2,0.39299999999999996,1.0,2.9,0.365,1.5,1.8,0.84,1.4,3.3,0.41700000000000004,0.48
Sean Williams,PF,33,0,11.1,2.4,1.0,1.4,2.4,0.4,0.21,0.88,0.6,2.2,0.9,2.2,0.41700000000000004,0.0,0.0,0.0,0.6,1.0,0.63,0.9,2.2,0.41700000000000004,0.42
Brook Lopez,C,82,74,30.5,13.0,2.7,5.4,8.1,1.0,0.54,1.8399999999999999,1.7999999999999998,3.1,5.5,10.3,0.531,0.0,0.0,0.0,2.1,2.6,0.79,5.5,10.3,0.532,0.53
Chris Wilcox,PF,62,6,16.9,7.190322580645161,1.5580645161290323,2.8951612903225805,4.493548387096775,0.7790322580645161,0.4214516129032258,0.25967741935483873,1.217741935483871,2.198387096774194,2.975806451612903,5.95,0.502741935483871,0.0,0.05967741935483871,0.0,1.2790322580645161,2.2790322580645164,0.5637096774193548,2.975806451612903,5.890322580645161,0.5087419354838709,0.5061290322580645
Zach Randolph,PF,50,45,35.144,20.811999999999998,3.1319999999999997,6.928000000000001,10.082,2.102,0.8602,0.3168,2.256,2.656,8.28,17.434,0.47534000000000004,0.6,1.966,0.331,3.596,4.852,0.7263999999999998,7.68,15.468,0.49321999999999994,0.4968
Mardy Collins,PG,48,14,18.537499999999998,5.206250000000001,0.60625,1.59375,2.1999999999999997,2.31875,0.6425,0.21125000000000002,1.2499999999999998,1.6937499999999999,2.1999999999999997,5.11875,0.41706249999999995,0.24375,0.6249999999999999,0.377,0.5625,0.9187500000000001,0.6106250000000001,1.95625,4.4937499999999995,0.4235625,0.439375
Mouhamed Sene,C,6,0,4.833333333333333,3.3333333333333335,0.8333333333333334,1.5,2.3333333333333335,0.0,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,1.0,1.5,0.6783333333333333,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,0.8166666666666668,1.0,1.5,0.6783333333333333,0.6749999999999999
Jerome James,C,2,0,5.0,3.0,0.5,1.0,1.5,0.0,0.5,0.5,0.5,1.0,1.5,4.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,0.375,0.38
Larry Hughes,SG,55,20,26.9,11.636363636363637,0.2909090909090909,2.581818181818182,2.8727272727272726,2.1818181818181817,1.309090909090909,0.2545454545454545,1.290909090909091,1.7454545454545454,4.0636363636363635,10.163636363636364,0.40199999999999997,1.3454545454545455,3.4909090909090907,0.3888181818181818,2.109090909090909,2.609090909090909,0.8063636363636363,2.7181818181818183,6.672727272727273,0.4083636363636364,0.4709090909090909
Danilo Gallinari,SF,28,2,14.7,6.1,0.5,1.5,2.0,0.5,0.5,0.14,0.5,1.7,2.0,4.5,0.44799999999999995,1.1,2.6,0.444,0.9,1.0,0.96,0.9,1.9,0.45299999999999996,0.58
Jared Jeffries,PF,56,36,23.4,5.3,2.3,1.8,4.1,1.4,0.84,0.59,1.2,2.7,2.1,4.9,0.44,0.0,0.2,0.083,1.0,1.6,0.61,2.1,4.7,0.456,0.44
Nate Robinson,PG,74,11,29.9,17.2,1.3,2.6,3.8999999999999995,4.1,1.28,0.08,1.9,2.8,6.1,13.900000000000002,0.437,1.7,5.2,0.325,3.4,4.0,0.84,4.4,8.7,0.504,0.5
Chris Duhon,PG,79,78,36.8,11.1,0.6,2.5,3.1,7.200000000000001,0.91,0.09,2.8,1.6,3.6000000000000005,8.6,0.421,1.6,4.1,0.391,2.3,2.6,0.86,2.0,4.5,0.44900000000000007,0.51
Malik Rose,PF,38,0,12.478947368421053,3.4368421052631577,0.46315789473684216,2.0789473684210527,2.5421052631578944,0.9684210526315788,0.26526315789473687,0.08105263157894738,0.9526315789473685,1.8789473684210527,1.1789473684210525,3.4578947368421056,0.32589473684210524,0.0,0.19999999999999998,0.0,1.0315789473684212,1.3368421052631578,0.7668421052631579,1.1789473684210525,3.2578947368421054,0.3464736842105263,0.3278947368421053
David Lee,PF,81,74,34.9,16.0,3.1999999999999997,8.6,11.7,2.1,0.99,0.27,1.9000000000000001,3.1999999999999997,6.3999999999999995,11.7,0.5489999999999999,0.0,0.0,0.0,3.1,4.1,0.75,6.3999999999999995,11.7,0.551,0.55
Wilson Chandler,SF,82,70,33.4,14.399999999999999,1.1,4.3,5.4,2.1,0.87,0.91,1.7000000000000002,3.0,5.5,12.899999999999999,0.4320000000000001,1.3,3.7999999999999994,0.32799999999999996,2.1,2.6,0.8000000000000002,4.2,9.1,0.47600000000000003,0.48
Tim Thomas,PF,64,6,19.496875,8.515625,0.66875,2.496875,3.1093750000000004,1.084375,0.48281250000000003,0.17312500000000003,1.1187500000000001,2.234375,2.95,6.8625,0.43087499999999995,1.246875,2.95625,0.40800000000000003,1.396875,1.9093749999999998,0.7493750000000001,1.703125,3.9062500000000004,0.44556250000000003,0.5225000000000001
Joe Crawford,SG,2,0,11.5,4.5,0.5,1.5,2.0,0.5,0.5,0.0,0.0,1.0,1.5,5.0,0.3,0.5,2.0,0.25,1.0,1.0,1.0,1.0,3.0,0.33299999999999996,0.35
Courtney Sims,C,2,0,6.5,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.5,0.5,1.5,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.25,0.25
Quentin Richardson,SF,72,51,26.3,10.2,1.0,3.4,4.4,1.6,0.65,0.1,1.0,1.7999999999999998,3.5999999999999996,9.3,0.39299999999999996,1.7,4.6,0.365,1.2,1.6,0.76,1.8999999999999997,4.7,0.42,0.48000000000000004
Anthony Roberson,SG,29,0,9.510344827586207,4.141379310344828,0.22068965517241382,0.5620689655172414,0.8034482758620689,0.6758620689655173,0.3410344827586207,0.031724137931034485,0.2793103448275862,0.6344827586206897,1.5137931034482761,4.1482758620689655,0.3614137931034483,0.8551724137931035,2.810344827586207,0.30944827586206897,0.15862068965517243,0.15862068965517243,0.7931034482758621,0.6586206896551723,1.3379310344827586,0.46072413793103445,0.4689655172413793
Demetris Nichols,SF,4,0,3.5,1.75,0.0,0.5,0.5,0.25,0.0,0.25,0.0,0.25,0.75,2.25,0.325,0.0,0.5,0.0,0.25,0.5,0.25,0.75,1.75,0.4165,0.325
