TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
hou,Charles Jones, F,3,0,12.0,1.0,0.7,1.7,2.3,0.0,0.00,0.33,0.0,2.7,0.0,0.3,1.0,.333,0.0,0.0,.000,0.3,0.7,0.50,0.3,1.0,.333,1.000,0.33
hou,Tracy Murray, SF†,25,0,8.1,3.5,0.1,0.8,0.9,0.2,0.28,0.12,0.6,1.2,0.3,1.3,3.2,.400,0.8,1.8,.422,0.2,0.3,0.63,0.5,1.4,.371,1.100,0.52
hou,Tim Breaux, F,42,2,8.1,3.0,0.4,0.4,0.8,0.4,0.26,0.10,0.4,0.6,0.9,1.1,2.9,.372,0.1,0.6,.240,0.8,1.2,0.65,1.0,2.3,.406,1.058,0.40
hou,Sam Cassell, PG,82,1,23.0,9.5,0.5,2.1,2.6,4.9,1.15,0.17,2.0,2.5,2.4,3.1,7.2,.427,0.8,2.3,.330,2.6,3.1,0.84,2.3,4.9,.473,1.320,0.48
hou,Zan Tabak, C,37,0,4.9,2.0,0.6,0.9,1.5,0.1,0.05,0.19,0.5,1.0,0.2,0.6,1.4,.453,0.0,0.0,.000,0.7,1.2,0.61,0.6,1.4,.462,1.415,0.45
hou,Robert Horry, PF,64,61,32.4,10.2,1.3,3.8,5.1,3.4,1.47,1.19,1.9,2.5,1.8,3.8,8.4,.447,1.3,3.5,.379,1.3,1.8,0.76,2.5,4.9,.497,1.214,0.53
hou,Mario Elie, G,81,13,23.4,8.8,0.6,1.8,2.4,2.3,0.80,0.15,1.3,2.0,1.8,3.0,6.0,.499,1.0,2.5,.398,1.8,2.1,0.84,2.0,3.5,.570,1.458,0.58
hou,Adrian Caldwell, F,7,0,4.3,0.7,0.1,1.3,1.4,0.0,0.14,0.00,0.1,0.9,0.0,0.1,0.6,.250,0.0,0.0,.000,0.4,0.9,0.50,0.1,0.6,.250,1.250,0.25
hou,Kenny Smith, G,81,81,25.1,10.4,0.3,1.6,1.9,4.0,0.88,0.12,1.5,1.3,2.6,3.5,7.3,.484,1.8,4.1,.429,1.6,1.8,0.85,1.7,3.2,.553,1.420,0.60
hou,Carl Herrera, F,61,26,21.8,6.8,1.6,3.0,4.6,0.7,0.66,0.62,1.2,2.2,0.6,2.8,5.4,.523,0.0,0.0,.000,1.2,1.9,0.62,2.8,5.4,.526,1.269,0.52
hou,Chucky Brown, F,41,14,19.9,6.1,1.6,3.0,4.6,0.7,0.27,0.34,0.7,2.6,1.0,2.6,4.2,.603,0.0,0.1,.333,0.9,1.5,0.61,2.6,4.1,.608,1.431,0.61
hou,Hakeem Olajuwon, C,72,72,39.6,27.8,2.4,8.4,10.8,3.5,1.85,3.36,3.3,3.5,1.1,11.1,21.5,.517,0.0,0.2,.188,5.6,7.5,0.76,11.1,21.3,.520,1.298,0.52
mem,No regular season statistics available for the 1994-95 season.,
no,Alonzo Mourning, C,77,77,38.2,21.3,2.6,7.3,9.9,1.4,0.64,2.92,3.1,3.6,0.5,7.4,14.3,.519,0.1,0.4,.324,6.4,8.4,0.76,7.3,13.9,.525,1.492,0.52
no,Greg Sutton, G,53,4,13.0,5.0,0.2,0.9,1.1,1.7,0.62,0.04,1.0,2.2,1.8,1.8,4.3,.409,0.8,2.2,.374,0.6,0.8,0.71,1.0,2.1,.443,1.143,0.50
no,Muggsy Bogues, G,78,78,33.7,11.1,0.7,2.6,3.3,8.7,1.32,0.00,1.7,1.9,5.1,4.5,9.4,.477,0.1,0.4,.200,2.1,2.3,0.89,4.4,9.0,.489,1.181,0.48
no,David Wingate, G,52,9,9.9,2.3,0.2,0.9,1.2,1.1,0.37,0.12,0.5,1.2,2.1,1.0,2.3,.410,0.1,0.4,.182,0.3,0.5,0.75,0.9,1.9,.460,1.000,0.43
no,James Blackwell, G†,4,0,4.8,1.0,0.0,0.8,0.8,1.3,0.25,0.00,0.5,0.3,2.5,0.5,0.8,.667,0.0,0.0,.000,0.0,0.0,0.00,0.5,0.8,.667,1.333,0.67
no,Darrin Hancock, F,46,7,9.2,3.3,0.3,0.8,1.2,0.7,0.41,0.09,0.7,1.0,1.0,1.5,2.6,.562,0.0,0.1,.333,0.3,0.8,0.41,1.5,2.5,.568,1.264,0.57
no,Michael Adams, G,29,0,15.3,6.5,0.2,0.8,1.0,3.3,0.79,0.03,0.9,1.4,3.7,2.3,5.1,.453,1.0,2.8,.358,0.9,1.0,0.83,1.3,2.3,.567,1.270,0.55
no,Dell Curry, G,69,0,24.9,13.6,0.6,1.8,2.4,1.6,0.80,0.26,1.4,2.1,1.2,5.0,11.3,.441,2.2,5.2,.427,1.4,1.6,0.86,2.8,6.1,.453,1.202,0.54
no,Kenny Gattison, F,21,0,19.5,6.0,1.0,2.6,3.6,0.8,0.33,0.71,1.0,3.0,0.8,2.2,4.8,.470,0.0,0.0,.000,1.5,2.4,0.61,2.2,4.8,.475,1.250,0.47
no,Tom Tolbert, F,10,0,5.7,1.4,0.7,1.0,1.7,0.2,0.00,0.00,0.3,0.9,0.7,0.6,1.8,.333,0.0,0.4,.000,0.2,0.2,1.00,0.6,1.4,.429,.778,0.33
no,Scott Burrell, G,65,62,31.0,11.5,1.5,4.2,5.7,2.5,1.15,0.62,1.3,2.9,1.9,4.3,9.1,.467,1.5,3.6,.409,1.5,2.2,0.69,2.8,5.5,.506,1.265,0.55
no,Larry Johnson, F,81,81,39.9,18.8,2.3,4.9,7.2,4.6,0.96,0.35,2.6,2.1,1.8,7.2,15.0,.480,1.0,2.6,.386,3.4,4.4,0.77,6.2,12.4,.500,1.251,0.51
no,Tony Bennett, G,3,0,15.3,4.7,0.0,0.7,0.7,1.3,0.00,0.00,1.0,2.0,1.3,2.0,4.3,.462,0.7,3.0,.222,0.0,0.0,0.00,1.3,1.3,1.000,1.077,0.54
no,Joe Wolf, F,63,6,9.3,1.4,0.5,1.5,2.0,0.6,0.14,0.10,0.3,1.6,1.7,0.6,1.3,.469,0.0,0.1,.333,0.2,0.3,0.75,0.6,1.2,.480,1.111,0.48
no,Robert Parish, C,81,4,16.7,4.8,1.1,3.2,4.3,0.5,0.33,0.44,0.8,1.6,0.7,2.0,4.6,.427,0.0,0.0,.000,0.9,1.2,0.70,2.0,4.6,.427,1.046,0.43
no,Hersey Hawkins, G,82,82,33.3,14.3,0.7,3.1,3.8,3.2,1.49,0.22,1.8,2.2,1.7,4.8,9.9,.482,1.6,3.6,.440,3.2,3.7,0.87,3.2,6.3,.507,1.449,0.56
sa,Chuck Person, F,81,1,25.1,10.8,0.6,2.6,3.2,1.3,0.56,0.15,1.3,2.4,1.0,3.9,9.3,.423,2.1,5.5,.387,0.8,1.3,0.65,1.8,3.8,.475,1.163,0.54
sa,Chris Whitney, PG,25,0,7.2,1.7,0.2,0.4,0.5,1.1,0.16,0.00,0.7,1.4,1.6,0.6,1.9,.298,0.1,0.8,.158,0.4,0.4,1.00,0.5,1.1,.393,.894,0.33
sa,Howard Eisley, PG†,15,0,3.7,0.5,0.1,0.3,0.4,1.2,0.00,0.07,0.5,0.2,2.3,0.2,1.1,.176,0.1,0.3,.200,0.0,0.0,0.00,0.1,0.8,.167,.412,0.21
sa,Corey Crowder, G,7,0,4.1,0.9,0.1,0.3,0.4,0.1,0.14,0.00,0.3,0.1,0.5,0.3,1.4,.200,0.0,0.6,.000,0.3,0.9,0.33,0.3,0.8,.333,.600,0.20
sa,Dennis Rodman, F,49,26,32.0,7.1,5.6,11.2,16.8,2.0,0.63,0.47,2.0,3.2,1.0,2.8,4.9,.571,0.0,0.0,.000,1.5,2.3,0.68,2.8,4.9,.576,1.454,0.57
sa,Moses Malone, C,17,0,8.8,2.9,1.2,1.5,2.7,0.4,0.12,0.18,0.6,0.9,0.5,0.8,2.1,.371,0.1,0.1,.500,1.3,1.9,0.69,0.7,2.0,.364,1.400,0.39
sa,Jack Haley, C,31,0,3.8,2.4,0.3,0.6,0.9,0.1,0.10,0.16,0.4,1.0,0.2,0.8,2.0,.426,0.0,0.0,.000,0.7,1.0,0.66,0.8,2.0,.433,1.197,0.43
sa,Doc Rivers, G†,60,0,15.7,5.0,0.2,1.5,1.7,2.6,1.02,0.35,0.9,2.4,2.8,1.7,4.8,.360,0.7,2.0,.344,0.9,1.2,0.73,1.0,2.8,.371,1.045,0.43
sa,Terry Cummings, F,76,20,16.8,6.8,1.8,3.2,5.0,0.8,0.47,0.25,1.3,2.5,0.6,2.9,6.1,.483,0.0,0.0,.000,0.9,1.6,0.59,2.9,6.1,.483,1.121,0.48
sa,Vinny Del Negro, G,75,71,31.5,12.5,0.4,2.2,2.6,3.0,0.81,0.19,0.7,2.4,4.0,5.0,10.2,.486,0.9,2.2,.407,1.7,2.2,0.79,4.1,8.0,.507,1.225,0.53
sa,J.R. Reid, F,81,37,19.3,7.0,1.5,3.4,4.9,0.7,0.74,0.40,1.4,2.8,0.5,2.5,4.9,.508,0.0,0.0,.500,2.0,2.9,0.69,2.5,4.9,.508,1.422,0.51
sa,Julius Nwosu, F,23,0,3.7,1.3,0.5,0.6,1.0,0.1,0.00,0.13,0.4,0.9,0.3,0.4,1.2,.321,0.0,0.0,.000,0.6,0.7,0.76,0.4,1.2,.321,1.107,0.32
sa,Willie Anderson, G,38,11,14.6,4.9,0.4,1.1,1.4,1.4,0.68,0.26,1.0,1.9,1.4,2.0,4.3,.469,0.1,0.5,.158,0.8,1.1,0.73,1.9,3.8,.510,1.142,0.48
sa,Avery Johnson, PG,82,82,36.7,13.4,0.6,1.9,2.5,8.2,1.39,0.16,2.5,1.9,3.2,5.5,10.5,.519,0.0,0.3,.136,2.5,3.6,0.68,5.5,10.2,.529,1.276,0.52
sa,David Robinson, C,81,81,38.0,27.6,2.9,7.9,10.8,2.9,1.65,3.23,2.9,2.8,1.0,9.7,18.4,.530,0.1,0.2,.300,8.1,10.5,0.77,9.6,18.2,.533,1.505,0.53
sa,Sean Elliott, F,81,81,35.3,18.1,0.8,2.8,3.5,2.5,0.96,0.47,1.9,2.7,1.4,6.2,13.2,.468,1.7,4.1,.408,4.0,5.0,0.81,4.5,9.1,.495,1.368,0.53
atl,Doug Edwards, F,38,0,5.6,1.8,0.5,0.8,1.3,0.3,0.13,0.11,0.6,0.8,0.6,0.6,1.3,.458,0.0,0.0,.000,0.6,0.8,0.72,0.6,1.3,.468,1.396,0.46
atl,Ken Norman, F,74,27,25.4,12.7,1.4,3.5,4.9,1.3,0.46,0.27,1.3,2.1,1.0,5.2,11.6,.453,1.3,3.9,.344,0.9,1.9,0.46,3.9,7.7,.508,1.096,0.51
atl,Craig Ehlo, G,49,0,23.8,9.7,1.1,1.9,3.0,2.3,0.94,0.12,1.5,1.8,1.5,3.9,8.6,.453,1.0,2.7,.381,0.9,1.4,0.62,2.9,5.9,.486,1.130,0.51
atl,Steve Smith, SG†,78,59,33.4,16.2,1.3,2.2,3.5,3.4,0.77,0.41,1.9,2.8,1.8,5.3,12.5,.427,1.7,5.2,.334,3.8,4.5,0.85,3.6,7.3,.493,1.295,0.50
atl,Ennis Whatley, G,27,2,10.8,2.6,0.3,0.8,1.1,2.0,0.70,0.00,0.7,1.4,2.8,0.9,2.0,.453,0.1,0.3,.250,0.7,1.2,0.63,0.8,1.7,.489,1.321,0.47
atl,Stacey Augmon, SF,76,76,31.1,13.9,2.1,2.8,4.8,2.6,1.32,0.62,2.0,2.1,1.3,5.2,11.5,.453,0.1,0.3,.269,3.3,4.6,0.73,5.1,11.2,.459,1.202,0.46
atl,Grant Long, F†,79,77,32.6,11.7,2.4,5.1,7.5,1.6,1.35,0.43,1.9,2.9,0.8,4.3,8.9,.479,0.1,0.4,.355,3.0,4.0,0.76,4.2,8.5,.484,1.311,0.49
atl,Tom Hovasse, G,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.50,0.00,0.0,0.5,0.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0.00,0.0,0.0,.000,.000,0.00
atl,Andrew Lang, C,82,63,28.5,9.7,1.9,3.7,5.6,0.9,0.55,1.76,1.3,3.3,0.7,3.9,8.3,.473,0.0,0.0,.667,1.9,2.3,0.81,3.9,8.3,.472,1.173,0.47
atl,Sergei Bazarevich, G,10,0,7.4,3.0,0.1,0.6,0.7,1.4,0.10,0.10,0.7,1.0,2.0,1.1,2.2,.500,0.1,0.6,.167,0.7,0.9,0.78,1.0,1.6,.625,1.364,0.52
atl,Fred Vinson, G,5,0,5.4,0.8,0.0,0.0,0.0,0.2,0.00,0.00,0.4,0.8,0.5,0.2,1.4,.143,0.2,1.2,.167,0.2,0.2,1.00,0.0,0.2,.000,.571,0.21
atl,Mookie Blaylock, G,80,80,38.4,17.2,1.5,3.5,4.9,7.7,2.50,0.33,3.0,2.1,2.5,6.4,15.0,.425,2.5,6.9,.359,2.0,2.7,0.73,3.9,8.1,.482,1.146,0.51
atl,Tyrone Corbin, F,81,4,17.1,6.2,1.2,2.0,3.2,0.8,0.68,0.20,0.9,2.0,0.9,2.5,5.7,.442,0.2,0.7,.250,1.0,1.4,0.68,2.3,5.0,.468,1.082,0.46
atl,Jim Les, G,24,0,7.8,2.1,0.3,0.8,1.1,1.8,0.17,0.00,0.9,1.2,2.1,0.5,1.6,.289,0.2,1.0,.217,1.0,1.1,0.85,0.3,0.6,.400,1.316,0.36
atl,Jon Koncak, C,62,20,15.2,2.9,0.4,2.6,3.0,0.8,0.58,0.74,0.3,2.2,2.6,1.2,3.0,.412,0.2,0.6,.333,0.2,0.4,0.54,1.0,2.4,.430,.957,0.44
atl,Kevin Willis, C†,2,2,44.5,21.0,5.0,13.0,18.0,1.5,0.50,1.50,3.5,3.5,0.4,8.0,20.5,.390,0.0,0.5,.000,5.0,7.5,0.67,8.0,20.0,.400,1.024,0.39
atl,Greg Anderson, C,51,0,12.2,2.9,1.2,2.5,3.7,0.3,0.45,0.63,0.6,2.0,0.5,1.1,2.0,.548,0.0,0.0,.000,0.7,1.4,0.48,1.1,2.0,.548,1.423,0.55
atl,Morlon Wiley, G†,5,0,3.4,1.4,0.0,0.8,0.8,1.2,0.20,0.20,0.8,0.0,1.5,0.6,1.2,.500,0.2,0.8,.250,0.0,0.0,0.00,0.4,0.4,1.000,1.167,0.58
cha,No regular season statistics available for the 1994-95 season.,
mia,Billy Owens, F,70,60,32.8,14.3,2.9,4.3,7.2,3.5,1.14,0.43,2.9,2.9,1.2,5.8,11.7,.491,0.0,0.3,.091,2.8,4.5,0.62,5.8,11.4,.503,1.222,0.49
mia,Harold Miner, G,45,16,19.4,7.3,0.8,1.8,2.6,1.5,0.33,0.13,1.7,1.9,0.9,2.7,6.8,.403,0.3,1.1,.286,1.5,2.1,0.73,2.4,5.7,.426,1.079,0.43
mia,Khalid Reeves, G,67,17,21.8,9.2,0.8,2.0,2.8,4.3,1.15,0.15,2.0,2.1,2.2,3.1,6.9,.443,1.0,2.6,.392,2.1,2.9,0.71,2.1,4.3,.473,1.331,0.52
mia,Kevin Pritchard, G†,14,0,11.3,3.1,0.0,0.8,0.8,1.6,0.14,0.07,0.5,1.4,3.3,0.9,2.1,.448,0.1,0.4,.400,1.1,1.2,0.88,0.8,1.7,.458,1.483,0.48
mia,Steve Smith, SG†,2,2,31.0,20.5,2.0,1.0,3.0,3.5,1.00,0.50,2.0,4.5,1.8,5.5,14.5,.379,1.0,6.0,.167,8.5,11.0,0.77,4.5,8.5,.529,1.414,0.41
mia,Matt Geiger, C,74,43,23.1,8.3,2.0,3.6,5.6,0.7,0.55,0.69,1.5,3.3,0.5,3.5,6.6,.536,0.1,0.1,.400,1.3,1.9,0.65,3.4,6.5,.539,1.272,0.54
mia,Keith Askins, F,50,5,17.1,4.6,1.7,2.2,4.0,0.8,0.70,0.34,0.5,2.2,1.6,1.6,4.1,.391,0.4,1.6,.269,0.9,1.1,0.81,1.2,2.5,.465,1.106,0.44
mia,Grant Long, F†,2,2,31.0,8.0,0.5,5.0,5.5,2.0,1.00,0.00,2.0,5.5,1.0,2.5,6.0,.417,0.0,0.0,.000,3.0,5.0,0.60,2.5,6.0,.417,1.333,0.42
mia,Glen Rice, SF,82,82,36.8,22.3,1.2,3.4,4.6,2.3,1.37,0.17,1.9,2.5,1.3,8.1,17.1,.475,2.3,5.5,.410,3.8,4.5,0.85,5.8,11.6,.506,1.305,0.54
mia,Ledell Eackles, G,54,6,16.6,7.3,0.6,1.1,1.8,1.3,0.35,0.04,1.0,1.6,1.4,2.6,6.0,.439,0.3,0.8,.439,1.7,2.3,0.72,2.3,5.2,.439,1.212,0.47
mia,John Salley, C,75,50,26.1,7.3,1.5,3.0,4.5,1.6,0.63,1.13,1.3,3.7,1.3,2.6,5.3,.499,0.0,0.0,.000,2.0,2.8,0.74,2.6,5.3,.499,1.385,0.50
mia,Brad Lohaus, F,61,1,12.0,4.4,0.5,1.2,1.7,0.7,0.33,0.41,0.5,1.4,1.5,1.6,3.8,.420,1.0,2.5,.406,0.2,0.2,0.67,0.6,1.3,.447,1.156,0.56
mia,Kevin Gamble, G,77,0,15.9,7.4,0.4,1.2,1.6,1.5,0.68,0.13,0.6,1.7,2.4,2.9,5.8,.489,0.5,1.3,.398,1.1,1.4,0.78,2.4,4.5,.514,1.258,0.53
mia,Kevin Willis, C†,65,61,35.4,17.1,3.3,7.4,10.7,1.3,0.91,0.51,2.4,3.2,0.5,7.0,15.0,.469,0.0,0.2,.214,3.0,4.3,0.69,7.0,14.8,.473,1.142,0.47
mia,Bimbo Coles, PG,68,65,32.5,10.0,0.7,2.1,2.8,6.1,1.46,0.19,2.3,2.7,2.7,3.8,8.9,.430,0.2,1.1,.211,2.1,2.6,0.81,3.6,7.8,.461,1.119,0.44
orl,Shaquille O'Neal, C,79,79,37.0,29.3,4.2,7.3,11.4,2.7,0.92,2.43,2.6,3.3,1.0,11.8,20.2,.583,0.0,0.1,.000,5.8,10.8,0.53,11.8,20.1,.585,1.452,0.58
orl,Brian Shaw, G,78,9,23.5,6.4,0.7,2.4,3.1,5.2,0.94,0.23,2.4,2.4,2.2,2.5,6.3,.389,0.6,2.4,.261,0.9,1.2,0.74,1.9,3.9,.465,1.016,0.44
orl,Penny Hardaway, SF,77,77,37.7,20.9,1.8,2.6,4.4,7.2,1.69,0.34,3.4,2.1,2.1,7.6,14.8,.512,1.1,3.2,.349,4.6,6.0,0.77,6.5,11.6,.558,1.412,0.55
orl,Tree Rollins, C,51,3,9.4,1.2,0.6,1.3,1.9,0.2,0.14,0.71,0.5,1.2,0.4,0.4,0.8,.476,0.0,0.0,.000,0.4,0.6,0.68,0.4,0.8,.476,1.452,0.48
orl,Dennis Scott, F,62,10,24.2,12.9,0.4,2.0,2.4,2.1,0.73,0.23,0.9,1.9,2.3,4.6,10.4,.439,2.4,5.7,.426,1.4,1.8,0.75,2.2,4.7,.454,1.243,0.56
orl,Donald Royal, F,70,68,26.3,9.1,1.2,2.8,4.0,2.8,0.64,0.23,1.8,2.2,1.6,2.9,6.2,.475,0.0,0.1,.000,3.2,4.3,0.75,2.9,6.1,.479,1.463,0.47
orl,Darrell Armstrong, PG,3,0,2.7,3.3,0.3,0.0,0.3,1.0,0.33,0.00,0.3,1.0,3.0,1.0,2.7,.375,0.7,2.0,.333,0.7,0.7,1.00,0.3,0.7,.500,1.250,0.50
orl,Brooks Thompson, G,38,2,6.5,3.1,0.2,0.4,0.6,1.1,0.26,0.05,0.7,1.2,1.6,1.2,3.0,.395,0.5,1.5,.310,0.2,0.3,0.67,0.7,1.5,.482,1.018,0.47
orl,Nick Anderson, F,76,76,34.1,15.8,1.1,3.3,4.4,4.1,1.64,0.29,1.9,1.6,2.2,5.8,12.1,.476,2.4,5.7,.415,1.9,2.7,0.70,3.4,6.4,.528,1.300,0.57
orl,Keith Tower, C,3,0,2.3,0.3,0.3,0.7,1.0,0.0,0.00,0.00,0.3,0.3,0.0,0.0,0.7,.000,0.0,0.0,.000,0.3,0.7,0.50,0.0,0.7,.000,.500,0.00
orl,Anthony Bowie, G,77,4,16.4,5.5,0.7,1.1,1.8,2.1,0.61,0.27,1.1,1.8,1.8,2.3,4.8,.480,0.2,0.5,.300,0.8,0.9,0.84,2.1,4.3,.502,1.157,0.50
orl,Jeff Turner, F,49,5,11.8,4.1,0.5,1.5,2.0,0.8,0.24,0.06,0.4,2.1,1.7,1.5,3.6,.410,0.6,1.5,.360,0.5,0.6,0.90,0.9,2.1,.447,1.118,0.49
orl,Geert Hammink, F,1,0,7.0,4.0,0.0,2.0,2.0,1.0,0.00,0.00,0.0,1.0,0.0,1.0,3.0,.333,0.0,0.0,.000,2.0,2.0,1.00,1.0,3.0,.333,1.333,0.33
orl,Anthony Avent, C,71,3,15.0,3.6,1.4,2.8,4.1,0.6,0.39,0.70,0.7,2.4,0.8,1.5,3.4,.430,0.0,0.0,.000,0.7,1.1,0.64,1.5,3.4,.430,1.057,0.43
orl,Horace Grant, C,74,74,36.4,12.8,3.0,6.6,9.7,2.3,1.03,1.19,1.1,2.7,2.0,5.4,9.6,.567,0.0,0.1,.000,2.0,2.9,0.69,5.4,9.5,.574,1.341,0.57
wsh,Calbert Cheaney, SG,78,71,34.0,16.6,1.3,2.8,4.1,2.3,1.03,0.27,1.9,2.8,1.2,6.6,14.5,.454,1.2,3.6,.339,2.2,2.7,0.81,5.4,10.9,.492,1.145,0.50
wsh,Chris Webber, C,54,52,38.3,20.1,3.7,5.9,9.6,4.7,1.54,1.57,3.1,3.4,1.5,8.6,17.4,.495,0.7,2.7,.276,2.2,4.3,0.50,7.9,14.7,.535,1.157,0.52
wsh,Anthony Tucker, F,62,13,15.8,3.9,0.7,2.0,2.7,1.1,0.74,0.18,0.9,2.1,1.2,1.5,3.4,.457,0.0,0.0,.000,0.8,1.3,0.61,1.5,3.4,.459,1.157,0.46
wsh,Gheorghe Muresan, C,73,58,23.6,10.0,2.5,4.2,6.7,0.5,0.66,1.74,1.6,3.5,0.3,4.2,7.4,.560,0.0,0.0,.000,1.7,2.4,0.71,4.2,7.4,.560,1.349,0.56
wsh,Scott Skiles, G,62,62,33.5,13.0,0.4,2.1,2.6,7.3,1.13,0.10,2.8,2.2,2.6,4.3,9.4,.455,1.5,3.7,.421,2.9,3.3,0.89,2.8,5.7,.476,1.381,0.54
wsh,Jim McIlvaine, C,55,0,9.7,1.7,0.7,1.2,1.9,0.2,0.18,1.09,0.3,1.7,0.5,0.6,1.3,.479,0.0,0.0,.000,0.5,0.7,0.68,0.6,1.3,.479,1.352,0.48
wsh,Juwan Howard, PF,65,52,36.1,17.0,2.8,5.6,8.4,2.5,0.80,0.23,2.6,3.6,1.0,7.0,14.3,.489,0.0,0.1,.000,3.0,4.5,0.66,7.0,14.2,.492,1.186,0.49
wsh,Kevin Duckworth, C,40,22,20.5,7.1,1.6,3.3,4.9,0.5,0.53,0.60,1.5,2.8,0.3,3.0,6.7,.442,0.1,0.3,.200,1.1,1.8,0.64,2.9,6.4,.451,1.060,0.45
wsh,Kenny Walker, F,24,0,11.1,2.4,0.8,1.2,2.0,0.3,0.21,0.21,0.6,1.8,0.5,0.8,1.8,.429,0.0,0.0,.000,0.9,1.2,0.75,0.8,1.8,.429,1.357,0.43
wsh,Tom Gugliotta, PF†,6,6,37.7,16.0,2.7,6.2,8.8,3.0,3.50,1.83,2.5,3.2,1.2,5.5,13.8,.398,0.7,1.3,.500,4.3,5.5,0.79,4.8,12.5,.387,1.157,0.42
wsh,Mitchell Butler, SG,76,5,20.4,7.9,0.6,1.7,2.2,1.2,0.80,0.13,1.4,2.0,0.9,2.8,6.7,.421,0.6,1.9,.326,1.6,2.4,0.66,2.2,4.8,.458,1.175,0.47
wsh,Rex Chapman, G,45,29,32.6,16.2,0.5,2.0,2.5,2.8,1.49,0.33,1.4,1.9,2.1,5.6,14.2,.398,1.9,6.1,.314,3.0,3.5,0.86,3.7,8.1,.460,1.144,0.46
wsh,Don MacLean, F,39,20,27.0,11.0,1.2,3.1,4.2,1.3,0.38,0.08,1.1,2.5,1.2,4.1,9.3,.438,0.3,1.0,.250,2.7,3.5,0.76,3.8,8.3,.461,1.191,0.45
wsh,Larry Stewart, F,40,0,8.7,2.6,0.7,1.0,1.7,0.5,0.40,0.23,0.4,1.3,1.1,1.0,2.2,.461,0.0,0.1,.000,0.5,0.8,0.67,1.0,2.1,.471,1.146,0.46
wsh,Doug Overton, PG,82,20,20.8,7.0,0.3,1.4,1.7,3.0,0.65,0.02,1.3,1.5,2.4,2.5,6.1,.416,0.6,1.5,.424,1.3,1.5,0.87,1.9,4.6,.413,1.157,0.47
wsh,Brian Oliver, G,6,0,7.0,2.3,0.0,0.7,0.7,0.7,0.00,0.00,0.5,1.3,1.3,0.7,1.5,.444,0.0,0.0,.000,1.0,1.3,0.75,0.7,1.5,.444,1.556,0.44
den,Reggie Williams, F,74,70,29.7,13.4,1.3,3.2,4.4,3.1,1.54,0.91,1.7,3.6,1.9,5.2,11.4,.459,1.1,3.6,.320,1.8,2.4,0.76,4.1,7.8,.522,1.174,0.51
den,Robert Pack, PG,42,32,27.2,12.1,0.5,2.2,2.7,6.9,1.45,0.14,3.2,2.4,2.2,4.0,9.4,.430,0.7,1.7,.417,3.3,4.2,0.78,3.3,7.7,.433,1.284,0.47
den,LaPhonso Ellis, F,6,0,9.7,4.0,1.2,1.7,2.8,0.7,0.17,0.83,0.8,2.0,0.8,1.5,4.2,.360,0.0,0.0,.000,1.0,1.0,1.00,1.5,4.2,.360,.960,0.36
den,Darnell Mee, G,2,0,4.0,1.5,0.0,0.5,0.5,1.0,0.50,0.00,0.0,0.0,0.0,0.5,2.5,.200,0.5,1.5,.333,0.0,0.0,0.00,0.0,1.0,.000,.600,0.30
den,Eldridge Recasner, G,3,0,4.3,2.0,0.0,0.7,0.7,0.3,1.00,0.00,0.7,0.0,0.5,0.3,2.0,.167,0.0,0.3,.000,1.3,1.3,1.00,0.3,1.7,.200,1.000,0.17
den,Dale Ellis, G,81,3,24.6,11.3,0.7,2.0,2.7,0.7,0.46,0.11,1.0,1.8,0.7,4.3,9.6,.453,1.3,3.2,.403,1.4,1.6,0.87,3.0,6.4,.479,1.186,0.52
den,Bryant Stith, G,81,51,28.8,11.2,1.2,2.1,3.3,1.9,1.12,0.22,1.4,1.8,1.4,3.9,8.2,.472,0.2,0.8,.294,3.3,4.0,0.82,3.7,7.4,.492,1.378,0.49
den,Tom Hammonds, F,70,5,13.7,5.9,0.8,2.4,3.2,0.5,0.16,0.20,0.8,1.9,0.6,2.0,3.7,.535,0.0,0.0,.000,1.9,2.5,0.75,2.0,3.7,.537,1.577,0.53
den,Cliff Levingston, F,57,0,8.2,2.3,0.9,1.3,2.2,0.5,0.23,0.35,0.4,1.6,1.3,1.0,2.3,.423,0.0,0.0,.000,0.3,0.8,0.42,1.0,2.3,.426,.992,0.42
den,Mark Randall, F,8,0,4.9,0.8,0.5,1.0,1.5,0.1,0.00,0.00,0.1,0.6,1.0,0.4,1.3,.300,0.0,0.1,.000,0.0,0.0,0.00,0.4,1.2,.333,.600,0.30
den,Dikembe Mutombo, C,82,82,37.8,11.5,3.9,8.7,12.5,1.4,0.49,3.91,2.3,3.5,0.6,4.3,7.7,.556,0.0,0.0,.000,3.0,4.6,0.65,4.3,7.7,.556,1.506,0.56
den,Rodney Rogers, SF,80,77,26.8,12.2,1.7,3.2,4.8,2.0,1.19,0.58,2.2,3.5,0.9,4.7,9.6,.488,0.6,1.9,.338,2.2,3.4,0.65,4.1,7.7,.523,1.273,0.52
