TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
bos,Tony Battie, C,40,25,21.1,6.5,1.8,4.0,5.8,0.4,0.68,1.50,0.9,3.2,0.4,2.7,5.0,.537,0.0,0.1,.000,1.1,1.7,0.64,2.7,4.9,.545,1.294,0.54
bos,Doug Overton, PG†,7,1,20.6,5.4,0.4,1.7,2.1,2.7,0.57,0.00,1.9,2.1,1.5,2.1,6.3,.341,0.1,0.6,.250,1.0,1.6,0.64,2.0,5.7,.350,.864,0.35
bos,Chris Carr, G,35,0,8.8,4.8,0.3,0.9,1.3,0.3,0.11,0.09,0.5,1.3,0.6,1.5,3.2,.473,0.5,1.1,.459,1.3,1.7,0.77,1.0,2.1,.480,1.509,0.55
bos,Mark Blount, C,64,50,17.2,3.9,1.5,2.1,3.6,0.5,0.61,1.19,1.0,2.9,0.5,1.6,3.1,.505,0.0,0.0,.000,0.7,1.0,0.70,1.6,3.1,.505,1.240,0.51
bos,Walter McCarty, PF,60,3,8.0,2.2,0.4,1.0,1.4,0.7,0.23,0.12,0.3,1.4,2.0,0.8,2.1,.357,0.3,0.9,.339,0.4,0.5,0.79,0.5,1.2,.371,1.040,0.43
bos,Milt Palacio, PG,58,6,19.7,5.9,0.4,1.3,1.8,2.6,0.83,0.00,1.4,1.4,1.9,2.2,4.6,.472,0.2,0.6,.333,1.3,1.6,0.85,2.0,4.0,.494,1.281,0.49
bos,Antoine Walker, PF,81,81,41.9,23.4,1.9,7.0,8.9,5.5,1.70,0.60,3.7,3.1,1.5,8.8,21.2,.413,2.7,7.4,.367,3.1,4.3,0.72,6.1,13.8,.439,1.100,0.48
bkn,Stephon Marbury, PG,67,67,38.2,23.9,0.8,2.3,3.1,7.6,1.18,0.07,2.9,2.2,2.6,8.4,19.1,.441,1.6,5.0,.328,5.4,6.8,0.79,6.8,14.1,.481,1.251,0.48
bkn,Kevin Ollie, PG†,19,0,8.5,1.2,0.2,1.1,1.2,1.3,0.26,0.00,0.5,0.7,2.8,0.3,1.4,.185,0.0,0.0,.000,0.6,1.0,0.63,0.3,1.4,.185,.815,0.19
bkn,Vladimir Stepania, C,29,0,9.7,2.8,1.2,2.6,3.8,0.6,0.34,0.38,0.7,1.6,0.8,1.0,3.0,.318,0.0,0.1,.250,0.9,1.2,0.74,1.0,2.9,.321,.932,0.32
bkn,Sherman Douglas, G,59,7,18.5,5.7,0.4,0.9,1.3,2.4,0.61,0.07,1.3,1.6,1.8,2.1,5.1,.403,0.1,0.7,.200,1.5,1.9,0.75,2.0,4.4,.433,1.116,0.42
bkn,Johnny Newman, F,82,17,25.0,10.9,0.4,1.7,2.1,1.4,0.77,0.12,1.3,2.8,1.1,3.5,8.5,.419,0.7,2.1,.335,3.1,3.6,0.86,2.8,6.4,.447,1.288,0.46
bkn,Kenyon Martin, PF,68,68,33.4,12.0,2.0,5.4,7.4,1.9,1.15,1.66,2.0,4.1,0.9,5.1,11.4,.445,0.0,0.2,.091,1.8,2.8,0.63,5.1,11.2,.450,1.048,0.45
bkn,Mark Strickland, F†,9,0,22.4,5.7,1.2,3.3,4.6,0.8,0.44,0.33,1.1,1.6,0.7,2.3,6.0,.389,0.1,0.1,1.000,0.9,1.2,0.73,2.2,5.9,.377,.944,0.40
bkn,Stephen Jackson, SF,77,40,21.6,8.2,0.5,2.2,2.7,1.8,1.12,0.18,1.7,2.2,1.1,3.2,7.4,.425,0.7,2.0,.335,1.3,1.8,0.72,2.5,5.4,.458,1.110,0.47
bkn,Jim McIlvaine, C,18,3,10.7,1.6,0.4,1.5,1.9,0.2,0.39,0.83,0.5,1.9,0.4,0.6,1.6,.357,0.0,0.0,.000,0.4,0.7,0.67,0.6,1.6,.357,1.000,0.36
bkn,Soumaila Samake, C,34,0,6.6,1.4,0.6,0.9,1.6,0.0,0.06,0.41,0.1,0.7,0.3,0.5,1.4,.375,0.0,0.0,.000,0.3,0.7,0.42,0.5,1.4,.375,.958,0.38
bkn,Kendall Gill, SF,31,26,28.8,9.1,1.0,3.2,4.2,2.8,1.52,0.23,1.5,2.1,1.8,3.5,10.4,.331,0.1,0.5,.286,2.1,2.9,0.72,3.4,9.9,.333,.876,0.34
bkn,Jamie Feick, F,6,0,24.8,3.7,2.0,7.3,9.3,0.8,1.33,0.50,1.2,2.5,0.7,1.3,3.8,.348,0.0,0.0,.000,1.0,2.0,0.50,1.3,3.8,.348,.957,0.35
bkn,Lucious Harris, SG,73,50,28.4,9.4,1.0,3.0,3.9,1.8,1.01,0.22,0.9,1.7,2.1,3.6,8.5,.425,0.6,1.8,.348,1.5,1.9,0.77,3.0,6.7,.445,1.095,0.46
bkn,Doug Overton, PG†,12,9,26.3,6.9,0.1,1.9,2.0,4.4,0.25,0.00,1.3,1.7,3.5,2.9,7.8,.376,0.8,2.7,.313,0.3,0.4,0.60,2.1,5.1,.410,.892,0.43
bkn,Evan Eschmeyer, C,74,51,18.0,3.4,1.8,3.1,4.9,0.5,0.55,0.78,0.7,3.0,0.8,1.2,2.7,.460,0.0,0.0,.000,0.9,1.4,0.66,1.2,2.7,.460,1.255,0.46
bkn,Eddie Gill, PG,8,0,19.0,4.9,0.0,1.1,1.1,3.0,0.50,0.13,1.3,1.1,2.4,2.0,5.1,.390,0.4,1.1,.333,0.5,0.6,0.80,1.6,4.0,.406,.951,0.43
bkn,Keith Van Horn, PF,49,47,35.4,17.0,1.6,5.5,7.1,1.7,0.82,0.41,2.1,3.1,0.8,6.3,14.4,.435,1.3,3.5,.382,3.1,3.8,0.81,5.0,10.9,.452,1.174,0.48
bkn,Jamel Thomas, F,5,0,11.2,2.6,0.8,1.0,1.8,0.0,0.60,0.00,1.2,1.2,0.0,1.2,3.8,.316,0.2,0.6,.333,0.0,0.0,0.00,1.0,3.2,.313,.684,0.34
bkn,Aaron Williams, C,82,25,28.5,10.2,2.6,4.6,7.2,1.1,0.72,1.38,1.6,3.9,0.7,3.6,7.9,.457,0.0,0.0,.000,3.0,3.8,0.79,3.6,7.9,.458,1.289,0.46
ny,Felton Spencer, C,18,0,6.3,2.2,0.9,1.1,1.9,0.1,0.11,0.11,0.6,1.3,0.2,0.7,1.1,.600,0.0,0.0,.000,0.8,1.4,0.60,0.7,1.1,.600,1.950,0.60
ny,Rick Brunson, PG†,15,0,4.4,1.3,0.2,0.6,0.8,0.5,0.07,0.00,0.5,0.3,0.9,0.5,1.3,.421,0.0,0.2,.000,0.3,0.4,0.67,0.5,1.1,.500,1.053,0.42
ny,Erick Strickland, PG†,28,0,15.0,4.3,0.3,1.5,1.9,1.0,0.79,0.04,0.8,1.6,1.4,1.4,4.7,.305,0.6,1.7,.340,0.9,1.0,0.86,0.8,3.0,.286,.916,0.37
ny,Kurt Thomas, PF,77,29,27.6,10.4,2.2,4.5,6.7,0.8,0.79,0.90,1.3,3.7,0.6,4.1,8.0,.511,0.0,0.0,.333,2.2,2.7,0.81,4.1,8.0,.512,1.303,0.51
ny,Luc Longley, C,25,2,12.0,2.0,1.0,1.6,2.6,0.3,0.12,0.36,0.9,2.0,0.3,0.7,2.2,.333,0.0,0.0,.000,0.5,0.7,0.76,0.7,2.2,.333,.907,0.33
ny,Travis Knight, C,45,0,5.7,0.6,0.4,0.8,1.2,0.1,0.11,0.24,0.2,1.0,0.5,0.2,1.2,.189,0.0,0.0,.000,0.2,0.4,0.50,0.2,1.2,.192,.547,0.19
ny,Glen Rice, SF,75,25,29.5,12.0,0.8,3.3,4.1,1.2,0.55,0.17,1.3,2.4,0.9,4.4,10.0,.440,1.1,2.8,.389,2.1,2.4,0.85,3.3,7.2,.460,1.195,0.49
ny,Charlie Ward, PG,61,33,24.5,7.1,0.5,2.1,2.6,4.5,1.15,0.16,1.8,2.2,2.4,2.5,6.1,.416,1.1,2.9,.383,0.9,1.1,0.80,1.4,3.2,.444,1.161,0.51
ny,Latrell Sprewell, SG,77,77,39.2,17.7,0.6,3.9,4.5,3.5,1.38,0.36,2.8,2.1,1.2,6.8,15.8,.430,0.5,1.8,.304,3.6,4.6,0.78,6.3,14.0,.446,1.119,0.45
ny,Marcus Camby, C,63,63,33.8,12.0,3.1,8.4,11.5,0.8,1.05,2.16,1.0,3.3,0.8,4.8,9.2,.524,0.0,0.1,.125,2.4,3.6,0.67,4.8,9.1,.530,1.309,0.53
ny,Mark Jackson, PG†,29,28,27.1,5.9,0.7,3.4,4.1,5.6,0.72,0.00,2.0,1.9,2.8,2.6,6.2,.411,0.4,1.4,.310,0.3,0.6,0.53,2.2,4.8,.442,.944,0.45
ny,Allan Houston, SG,78,78,36.6,18.7,0.3,3.4,3.6,2.2,0.67,0.13,2.1,2.4,1.1,6.9,15.5,.449,1.2,3.2,.381,3.6,3.9,0.91,5.7,12.3,.467,1.208,0.49
ny,Chris Childs, G†,51,5,25.7,4.8,0.3,2.4,2.7,4.6,0.73,0.14,1.9,3.1,2.4,1.8,4.4,.419,0.4,1.3,.313,0.8,0.9,0.85,1.4,3.1,.462,1.104,0.46
ny,Lavor Postell, G,26,0,6.5,2.3,0.3,0.7,1.0,0.2,0.15,0.08,0.7,0.5,0.3,0.7,2.1,.315,0.1,0.4,.273,0.8,1.0,0.81,0.6,1.7,.326,1.093,0.34
ny,Othella Harrington, PF†,30,5,18.3,6.2,1.2,2.1,3.3,0.7,0.50,0.63,1.4,3.4,0.5,2.2,4.0,.554,0.0,0.0,.000,1.7,2.3,0.73,2.2,4.0,.554,1.529,0.55
ny,Larry Johnson, F,65,65,32.4,9.9,1.4,4.2,5.6,2.0,0.60,0.45,1.5,3.2,1.3,3.8,9.2,.411,0.8,2.5,.313,1.6,2.0,0.80,3.0,6.7,.448,1.079,0.45
phi,George Lynch, SF,82,80,32.3,8.4,2.4,4.8,7.2,1.7,1.21,0.37,1.3,2.7,1.3,3.3,7.5,.445,0.2,0.7,.263,1.5,2.1,0.72,3.1,6.8,.463,1.114,0.46
phi,Roshown McLeod, F†,1,0,15.0,2.0,1.0,1.0,2.0,0.0,0.00,0.00,1.0,2.0,0.0,1.0,2.0,.500,0.0,1.0,.000,0.0,0.0,0.00,1.0,1.0,1.000,1.000,0.50
phi,Kevin Ollie, PG†,51,4,15.0,3.8,0.3,1.2,1.4,2.4,0.49,0.02,0.8,1.4,3.0,1.4,3.2,.430,0.0,0.1,.333,1.0,1.4,0.73,1.4,3.1,.432,1.176,0.43
phi,Theo Ratliff, C,50,50,36.0,12.4,2.5,5.8,8.3,1.2,0.60,3.74,2.5,3.3,0.5,4.6,9.1,.499,0.0,0.0,.000,3.3,4.3,0.76,4.6,9.1,.499,1.359,0.50
phi,Rodney Buford, SF,47,0,12.2,5.3,0.3,1.2,1.6,0.4,0.36,0.13,0.6,1.4,0.6,2.2,5.1,.432,0.3,0.8,.421,0.5,0.6,0.83,1.9,4.3,.433,1.029,0.46
phi,Nazr Mohammed, C†,30,3,6.5,3.2,0.6,1.2,1.8,0.1,0.20,0.23,0.3,1.3,0.2,1.4,2.9,.466,0.0,0.0,.000,0.5,0.9,0.50,1.4,2.9,.466,1.091,0.47
phi,Raja Bell, SG,5,0,6.0,1.0,0.0,0.2,0.2,0.0,0.20,0.00,0.4,0.2,0.0,0.4,1.4,.286,0.2,0.6,.333,0.0,0.0,0.00,0.2,0.8,.250,.714,0.36
phi,Vernon Maxwell, G†,24,6,15.6,5.0,0.1,1.4,1.5,1.2,0.50,0.00,0.8,1.4,1.6,1.8,5.2,.336,0.9,2.7,.328,0.6,0.9,0.68,0.9,2.5,.344,.960,0.42
phi,Allen Iverson, SG,71,71,42.0,31.1,0.7,3.1,3.8,4.6,2.51,0.28,3.3,2.1,1.4,10.7,25.5,.420,1.4,4.3,.320,8.2,10.1,0.81,9.3,21.2,.441,1.217,0.45
phi,Dikembe Mutombo, C†,26,26,33.7,11.7,4.6,7.8,12.4,0.8,0.35,2.54,2.0,2.5,0.4,3.8,7.8,.495,0.0,0.0,.000,4.0,5.3,0.76,3.8,7.8,.495,1.505,0.50
phi,Anthony Miller, PF†,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.00,0.0,0.0,.000,.000,0.00
phi,Pepe Sanchez, G†,24,0,4.8,0.8,0.1,0.5,0.6,1.5,0.38,0.04,0.1,0.8,12.0,0.4,0.9,.429,0.0,0.0,.000,0.1,0.1,1.00,0.4,0.9,.450,.952,0.43
phi,Eric Snow, PG,50,50,34.8,9.8,0.5,2.8,3.3,7.4,1.54,0.14,2.5,2.5,3.0,3.6,8.7,.418,0.1,0.4,.263,2.4,3.1,0.79,3.5,8.3,.425,1.129,0.42
phi,Toni Kukoc, SF†,48,5,20.4,8.0,1.0,2.4,3.4,1.9,0.73,0.13,1.3,1.3,1.6,3.1,6.9,.458,0.7,1.6,.410,1.1,1.8,0.59,2.4,5.3,.472,1.170,0.51
phi,Tyrone Hill, PF,76,75,31.1,9.6,3.1,5.9,9.0,0.6,0.49,0.36,1.7,3.2,0.4,3.7,7.7,.474,0.0,0.0,.000,2.3,3.6,0.63,3.7,7.7,.474,1.240,0.47
phi,Jumaine Jones, SF,65,0,13.3,4.7,1.0,1.9,2.9,0.5,0.46,0.23,0.6,1.0,0.8,1.9,4.2,.444,0.3,0.9,.333,0.6,0.8,0.75,1.6,3.3,.474,1.105,0.48
phi,Aaron McKie, SG,76,33,31.5,11.6,0.4,3.7,4.1,5.0,1.39,0.11,2.7,2.3,1.9,4.4,9.4,.473,0.7,2.2,.312,2.0,2.6,0.77,3.7,7.2,.524,1.230,0.51
phi,Matt Geiger, C,35,4,15.5,6.1,1.4,2.5,4.0,0.4,0.34,0.23,0.7,2.1,0.6,2.5,6.4,.393,0.0,0.1,.000,1.1,1.5,0.69,2.5,6.3,.396,.951,0.39
phi,Todd MacCulloch, C,63,3,9.5,4.1,1.1,1.6,2.7,0.2,0.11,0.30,0.4,1.5,0.4,1.7,2.9,.589,0.0,0.0,.000,0.7,1.0,0.64,1.7,2.9,.589,1.405,0.59
tor,Alvin Williams, PG,82,34,29.2,9.8,0.6,2.0,2.6,5.0,1.50,0.32,1.3,2.1,4.0,4.0,9.4,.430,0.4,1.3,.306,1.3,1.8,0.75,3.6,8.1,.451,1.046,0.45
tor,Michael Stewart, PF,26,0,4.7,1.3,0.6,0.5,1.1,0.1,0.15,0.12,0.2,0.7,0.4,0.4,1.3,.324,0.0,0.0,.000,0.4,0.7,0.61,0.4,1.3,.324,.971,0.32
tor,Corliss Williamson, PF†,42,31,21.1,9.3,1.4,2.3,3.6,0.8,0.36,0.31,1.5,2.3,0.5,3.6,7.7,.471,0.0,0.0,.000,2.0,3.1,0.65,3.6,7.7,.474,1.200,0.47
tor,Antonio Davis, PF,78,77,35.0,13.7,3.5,6.6,10.1,1.4,0.28,1.94,1.7,2.9,0.8,4.8,11.1,.433,0.0,0.0,.000,4.1,5.4,0.75,4.8,11.1,.434,1.234,0.43
tor,Tracy Murray, SF†,38,1,11.9,5.4,0.5,1.1,1.6,0.4,0.21,0.16,0.5,1.2,0.7,2.0,5.1,.399,0.8,2.1,.363,0.6,0.8,0.75,1.2,3.0,.425,1.073,0.47
tor,Vince Carter, SG,75,75,39.7,27.6,2.3,3.2,5.5,3.9,1.52,1.09,2.2,2.7,1.7,10.2,22.1,.460,2.2,5.3,.408,5.1,6.7,0.76,8.0,16.8,.477,1.250,0.51
tor,Keon Clark, PF†,46,0,21.0,9.0,1.7,3.7,5.4,0.8,0.35,2.39,0.9,3.1,0.9,3.6,7.0,.522,0.0,0.0,.000,1.7,2.9,0.59,3.6,7.0,.524,1.291,0.52
tor,Kornel David, F†,17,0,8.2,2.5,0.5,1.4,1.9,0.2,0.12,0.18,0.4,1.2,0.6,0.9,1.7,.517,0.0,0.0,.000,0.7,0.8,0.92,0.9,1.7,.517,1.448,0.52
tor,Muggsy Bogues, G†,3,0,11.3,0.0,0.0,1.0,1.0,1.7,0.67,0.00,1.3,1.0,1.3,0.0,0.7,.000,0.0,0.3,.000,0.0,0.0,0.00,0.0,0.4,.000,.000,0.00
tor,Eric Montross, C†,12,1,6.8,1.1,0.8,1.7,2.4,0.3,0.25,0.25,0.3,1.3,1.0,0.5,1.4,.353,0.0,0.0,.000,0.1,0.4,0.20,0.5,1.4,.353,.765,0.35
tor,Jerome Williams, PF†,26,0,14.5,5.0,1.3,2.7,4.0,0.5,0.69,0.38,0.6,1.7,0.8,1.8,3.6,.516,0.0,0.0,.000,1.3,1.7,0.78,1.8,3.6,.522,1.409,0.52
tor,Morris Peterson, SG,80,49,22.6,9.3,1.4,1.8,3.2,1.3,0.79,0.25,1.0,2.1,1.3,3.6,8.4,.431,0.8,2.1,.382,1.3,1.8,0.72,2.8,6.3,.447,1.110,0.48
tor,Garth Joseph, C†,2,0,4.0,1.0,1.0,0.0,1.0,0.5,0.00,0.00,0.5,0.5,1.0,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,0.00,0.5,1.0,.500,1.000,0.50
tor,Dell Curry, G,71,1,13.5,6.0,0.2,1.0,1.2,1.1,0.38,0.11,0.5,0.9,1.9,2.3,5.4,.424,0.9,2.0,.428,0.6,0.7,0.84,1.4,3.4,.422,1.123,0.51
tor,Charles Oakley, PF,78,77,35.5,9.6,1.8,7.7,9.5,3.4,0.97,0.62,1.8,3.3,1.9,3.9,10.1,.388,0.1,0.6,.224,1.6,1.9,0.84,3.8,9.5,.399,.952,0.40
tor,Mark Jackson, PG†,54,54,33.4,8.5,0.8,2.6,3.4,9.2,1.17,0.13,2.2,1.5,4.3,3.1,7.5,.422,1.1,3.1,.345,1.2,1.4,0.84,2.0,4.4,.475,1.144,0.49
tor,Tyrone Corbin, F,15,1,7.8,1.3,0.2,0.7,0.9,0.3,0.13,0.00,0.2,1.2,1.3,0.6,2.5,.237,0.0,0.3,.000,0.1,0.3,0.50,0.6,2.2,.273,.526,0.24
tor,Chris Childs, G†,26,0,21.2,4.5,0.4,2.1,2.5,4.6,0.85,0.31,2.2,3.2,2.1,1.6,4.3,.372,0.5,1.6,.286,0.8,1.0,0.84,1.1,2.7,.423,1.035,0.42
tor,Kevin Willis, C†,35,9,22.0,8.8,1.9,4.4,6.4,0.6,0.54,0.60,1.1,2.2,0.5,3.5,7.7,.461,0.0,0.1,.000,1.7,2.3,0.75,3.5,7.6,.464,1.149,0.46
tor,Mamadou N'diaye, C,3,0,3.3,1.3,0.3,0.3,0.7,0.0,0.00,0.00,0.0,1.0,0.0,0.3,1.3,.250,0.0,0.0,.000,0.7,0.7,1.00,0.3,1.3,.250,1.000,0.25
gs,Chucky Brown, F†,6,0,12.3,4.0,0.5,2.5,3.0,0.8,0.50,0.17,0.3,1.7,2.5,1.5,3.3,.450,0.0,0.3,.000,1.0,1.7,0.60,1.5,3.0,.500,1.200,0.45
gs,Adam Keefe, F,67,13,12.5,2.5,1.3,1.8,3.1,0.5,0.42,0.30,0.6,1.5,0.9,1.0,2.4,.403,0.0,0.0,.333,0.6,0.9,0.62,1.0,2.4,.404,1.057,0.41
gs,Larry Hughes, SG,50,45,36.9,16.5,1.5,4.0,5.5,4.5,1.92,0.58,3.0,2.9,1.5,6.2,16.1,.383,0.3,1.5,.187,3.9,5.0,0.77,5.9,14.6,.403,1.022,0.39
gs,Mookie Blaylock, G,69,59,34.1,11.0,1.0,2.9,3.9,6.7,2.36,0.29,1.9,1.9,3.6,4.6,11.6,.396,1.1,3.3,.324,0.8,1.1,0.70,3.5,8.3,.424,.949,0.44
gs,Adonal Foyle, C,58,37,25.1,5.9,2.7,4.3,7.0,0.8,0.53,2.69,1.4,2.3,0.6,2.7,6.5,.416,0.0,0.0,.000,0.5,1.2,0.44,2.7,6.5,.416,.912,0.42
gs,Chris Garner, G,8,0,18.6,2.4,0.3,1.3,1.5,2.3,0.88,0.13,1.1,2.3,2.0,0.9,4.6,.189,0.0,0.9,.000,0.6,0.8,0.83,0.9,3.7,.233,.514,0.19
gs,Antawn Jamison, PF,82,82,41.4,24.9,3.4,5.3,8.7,2.0,1.39,0.34,2.4,2.7,0.8,9.8,22.1,.442,0.8,2.5,.302,4.7,6.5,0.72,9.0,19.6,.459,1.128,0.46
gs,Randy Livingston, PG,2,0,3.5,0.0,0.0,0.5,0.5,0.5,0.00,0.00,0.0,0.0,0.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.0,0.00,0.0,0.5,.000,.000,0.00
gs,Erick Dampier, C,43,26,24.1,7.4,2.3,3.6,5.8,1.4,0.40,1.35,1.9,2.9,0.7,2.9,7.3,.401,0.0,0.0,.000,1.6,2.9,0.53,2.9,7.3,.404,1.016,0.40
gs,Chris Porter, F,51,35,22.5,8.6,1.7,2.0,3.7,1.2,0.88,0.12,1.2,2.2,1.0,3.4,8.7,.389,0.0,0.1,.000,1.8,2.8,0.67,3.4,8.6,.393,.989,0.39
gs,Corie Blount, PF†,38,0,24.2,6.8,3.8,4.4,8.3,1.3,0.76,0.45,1.4,2.4,0.9,2.8,6.5,.433,0.1,0.2,.250,1.1,1.8,0.63,2.7,6.3,.439,1.049,0.44
gs,Bill Curley, F†,15,2,11.8,4.0,1.4,1.1,2.5,0.2,0.40,0.53,0.9,2.7,0.2,1.6,2.9,.558,0.1,0.1,1.000,0.7,1.0,0.73,1.5,2.8,.548,1.395,0.57
gs,Paul McPherson, G†,22,0,13.0,6.8,0.9,0.5,1.4,1.0,0.59,0.05,1.1,1.5,0.9,2.8,5.5,.517,0.1,0.3,.333,1.1,1.5,0.71,2.7,5.2,.526,1.250,0.53
gs,Vinny Del Negro, G†,29,1,13.7,2.7,0.1,0.9,1.1,2.1,0.21,0.00,0.5,1.2,4.1,1.0,3.1,.333,0.0,0.3,.111,0.6,0.6,1.00,1.0,2.8,.358,.856,0.34
gs,Danny Fortson, C,6,6,33.8,16.7,4.8,11.5,16.3,0.8,0.33,0.00,1.7,3.7,0.5,4.8,8.3,.580,0.0,0.0,.000,7.0,9.0,0.78,4.8,8.3,.580,2.000,0.58
gs,Chris Mullin, F,20,8,18.7,5.8,0.5,1.6,2.1,1.0,0.80,0.50,1.0,1.4,1.0,1.8,5.3,.340,1.0,2.6,.365,1.2,1.4,0.86,0.8,2.7,.315,1.085,0.43
gs,Bob Sura, PG,53,42,31.8,11.1,1.0,3.3,4.3,4.6,1.02,0.15,3.0,2.4,1.5,3.8,9.8,.390,0.9,3.2,.273,2.5,3.6,0.71,2.9,6.6,.448,1.131,0.44
gs,Chris Mills, SF,15,8,32.9,12.0,1.6,4.6,6.2,1.2,0.60,0.33,1.3,2.9,0.9,4.7,12.7,.372,0.5,1.7,.280,2.1,2.4,0.86,4.2,11.0,.386,.942,0.39
gs,Vonteego Cummings, PG,66,11,22.7,7.3,0.7,1.4,2.1,3.4,1.02,0.21,1.4,2.4,2.5,2.7,7.8,.344,0.7,2.2,.336,1.2,1.8,0.68,2.0,5.6,.348,.934,0.39
gs,Marc Jackson, PF,48,35,29.4,13.2,2.5,5.0,7.5,1.2,0.71,0.56,1.9,2.9,0.6,4.9,10.6,.467,0.1,0.5,.217,3.2,4.0,0.80,4.8,10.1,.478,1.246,0.47
gs,John Coker, C,6,0,5.3,0.3,0.5,0.3,0.8,0.3,0.17,0.00,0.3,0.7,1.0,0.2,1.3,.125,0.0,0.0,.000,0.0,0.0,0.00,0.2,1.3,.125,.250,0.13
gs,Ruben Garces, F†,3,0,3.7,0.0,1.3,1.0,2.3,0.3,0.33,0.33,0.0,0.0,0.0,0.0,2.3,.000,0.0,0.0,.000,0.0,0.0,0.00,0.0,2.3,.000,.000,0.00
lac,Earl Boykins, PG,10,0,14.9,6.5,0.4,0.7,1.1,3.2,0.50,0.00,0.9,0.9,3.6,2.5,6.3,.397,0.1,0.8,.125,1.4,1.7,0.82,2.4,5.5,.436,1.032,0.40
lac,Jeff McInnis, PG,81,81,35.0,12.9,0.5,2.2,2.7,5.5,0.93,0.09,1.4,2.5,4.0,5.3,11.5,.463,0.6,1.8,.361,1.6,2.0,0.81,4.7,9.7,.482,1.121,0.49
lac,Keyon Dooling, PG,76,1,16.3,5.9,0.1,1.1,1.2,2.3,0.54,0.14,1.2,1.4,1.9,1.9,4.8,.409,0.4,1.1,.350,1.6,2.4,0.70,1.5,3.7,.426,1.240,0.45
lac,Lamar Odom, PF,76,74,37.3,17.2,1.4,6.3,7.8,5.2,0.97,1.61,3.5,3.1,1.5,6.3,13.8,.460,1.1,3.3,.316,3.4,5.1,0.68,5.2,10.5,.506,1.247,0.50
lac,Derek Strong, F,28,8,17.5,4.2,1.2,2.6,3.9,0.3,0.50,0.04,0.8,1.1,0.3,1.6,4.2,.385,0.0,0.0,.000,1.0,1.3,0.76,1.6,4.2,.388,1.009,0.38
lac,Tyrone Nesby, F†,14,12,23.8,7.7,1.1,1.9,3.0,0.8,0.71,0.29,0.7,2.0,1.1,2.9,8.8,.325,0.7,3.3,.217,1.3,1.6,0.78,2.2,5.5,.390,.878,0.37
